Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
bijapur,2058868,1118807,690522,167218,1198988
davanagere,1897783,1223384,682234,164477,1050949
gadag,1035856,651743,412731,71290,551811
bellary,2316344,1271688,915583,138450,1262303
mysore,2888224,1799760,1032739,216566,1638428
shimoga,1718935,1201355,632259,127817,958653
raichur,1847137,876848,665904,180655,998037
kolar,1785671,1114470,689752,154981,940613
dharwad,1770567,1199982,657971,94947,1017288
bangalore,8568160,6560521,3336982,312892,4907809
dakshinakannada,2030119,1578696,891945,89219,1047698
haveri,1548350,1004203,579796,130285,837871
bidar,1640352,951421,510198,145128,983576
gulbarga,2724080,1387081,890998,268515,1563965
tumkur,2650343,1721735,1069910,273309,1307105
kodagu,552724,400659,255347,19760,277545
chitradurga,1615654,1009830,638617,174913,800820
uttarakannada,1411584,1025148,484993,114729,811342
hassan,1759815,1167997,737162,154323,868045
koppal,1328684,714482,480635,142206,705733
chamarajanagar,1003867,521723,367491,103499,532399
belgaum,4602586,2805623,1672934,361569,2567998
mandya,1793045,1086207,705003,156947,931024
chikmagalur,1138843,788690,464193,86229,587326
udupi,1157435,890036,446369,58436,651842
bangalorerural,1201102,786356,470039,90589,639942
bagalkot,1815005,1006315,639682,146414,1027780
