Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dausa,1781814,1085919,546888,205316,1030725
bharatpur,2753006,1690498,750393,423796,1580308
sawaimadhopur,1434480,857686,441249,190478,806344
churu,2087738,1201280,645549,277706,1164564
alwar,3988461,2543637,1287387,536449,2170626
jaipur,7272256,4949192,2288102,469448,4518471
pali,2131601,1222902,644112,250374,1237702
chittaurgarh,1451411,827787,623089,133886,694674
jhunjhunun,2233523,1468439,637075,317601,1280164
rajsamand,1232320,704023,404449,221078,614207
bikaner,2713688,1569051,871158,287257,1558179
banswara,1931572,992402,548516,500296,919127
jaisalmer,748171,365723,185160,147943,421187
jhalawar,1515629,828969,510092,237351,769344
sikar,2851130,1808855,726674,332117,1793367
sirohi,1121277,528893,345241,110092,666577
dhaulpur,1309421,801002,337351,229521,743144
karauli,1571440,901574,476672,223396,874684
tonk,1515016,872171,527200,176818,812922
dungarpur,1519942,822996,197416,518216,828761
jodhpur,4066499,2414012,1163676,519440,2389821
jalor,2007193,993182,734940,242223,1032495
udaipur,3261968,1736273,865284,629177,1775899
hanumangarh,1889134,1148464,714726,221543,960097
nagaur,3548425,1991987,1049150,523051,1985631
baran,1313874,793252,386594,221837,707482
kota,2128962,1459674,655571,197037,1280304
bhilwara,2587292,1475939,935677,312622,1343690
bundi,1176430,656998,385791,171005,619832
ganganagar,2046023,1298913,739714,264630,1051287
ajmer,2763572,1698791,888986,256549,1619696
barmer,2914129,1326844,767343,599232,1575672
