Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dibangvalley,2980,1770,853,549,1658
westkameng,89051,55005,38141,9173,42076
uppersiang,36341,21182,14107,4214,18430
changlang,161138,87400,51578,12927,97365
westsiang,116700,72797,46454,6144,64260
tirap,118297,57492,44491,6255,67871
lohit,146838,94299,50607,10666,85595
papumpare,212422,159200,59045,23339,132168
eastkameng,92312,55673,29112,6333,57621
lowersubansiri,76330,66302,17631,7341,52822
tawang,56629,33995,28355,4429,23899
eastsiang,105708,75057,36017,8193,61747
uppersubansiri,102466,64403,28413,18234,61754
