Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dibangvalley,5391,3071,1636,801,2997
westkameng,85952,50999,36070,8285,41701
uppersiang,35724,19335,14355,3518,17974
changlang,153262,78563,51088,12486,89910
westsiang,114024,67853,44349,6164,63559
tirap,114462,51575,44353,6044,64164
lohit,146169,87386,50695,10378,85105
papumpare,190123,135067,54177,17624,118898
eastkameng,83879,44585,27901,5218,50977
lowersubansiri,80282,58657,20501,7455,52825
tawang,52538,28992,25930,4247,22376
eastsiang,101762,67297,34533,7225,60078
uppersubansiri,90590,52131,26763,10830,54457
