Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
phek,166645,110505,64961,17228,84471
zunheboto,138256,105873,49769,38052,55894
tuensang,169323,107882,63171,24017,83082
mon,248231,125878,104347,48439,97892
mokokchung,187888,156564,80825,17720,89735
kohima,260281,197751,96644,14553,149123
wokha,167386,131674,66710,17548,84870
dimapur,394556,296573,130820,32765,232077
