Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
mandi,1031351,770327,288840,329548,421297
una,545272,430440,139490,80348,326221
sirmaur,553319,394180,199654,101490,255126
lahul&spiti,31082,21916,14157,5189,12309
kullu,456371,331620,202856,85109,169963
kangra,1565528,1225161,307399,402308,862191
bilaspur,395216,306879,101326,122789,176661
chamba,537930,351611,117106,204851,223452
hamirpur,468205,378189,128101,126785,214528
shimla,843659,649462,313611,143236,392840
solan,606640,462526,235676,76301,296484
kinnaur,85939,63614,48918,10186,27092
