Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
mandi,1010193,738952,285707,301592,425161
una,529085,409705,136131,80691,312479
sirmaur,537563,372866,195803,91005,251544
lahul&spiti,31402,21868,14837,4438,12282
kullu,443974,315456,196824,78373,169199
kangra,1528337,1176323,311727,374451,843903
bilaspur,386325,293901,102708,108835,176276
chamba,525288,332845,118784,184013,224512
hamirpur,459203,364668,126799,119336,213399
shimla,823775,624677,312382,126695,386308
solan,588964,439607,224584,78420,286465
kinnaur,84722,61655,47483,9717,27593
