Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,913,657","1,163,725","1,376,523","1,586,988","1,551,372","1,182,781","52,730","44,170","19,288","24,882","1,052,716","93,230","1,369,863","1,414,033","83,389","62,732","1,407,570","25,301","181,516","1,270,703",938,"51,505","17,546","3,837","275,380","279,217","522,183","8,721","4,561,629","46,839,008","1,046,511","1,491,534","11,604","9,276","8,297","1,432,437","1,418,713","1,364","250,191","522,678","16,101"
Ajmer,"73,324","42,285","50,437","56,244","72,134","57,287","5,020",480,41,439,"48,414","9,551","59,495","59,975","6,833","2,374","59,351","1,049","5,630","47,577",947,"3,496",441,81,"11,055","11,136","17,629",466,"241,463","1,991,125","49,408","62,457","2,164","1,808","1,684","57,112","56,501",0,"11,247","24,110",594
Alwar,"101,230","53,122","63,578","83,854","61,515","44,612","1,612","3,170","1,191","1,979","51,166","1,000","65,033","68,203","2,807","4,360","68,467","1,274","7,782","62,595",931,"2,731",466,259,"15,471","15,730","33,225","1,383","264,039","2,726,393","52,165","76,281","1,072",783,741,"70,792","69,646",1,"5,338","9,727","1,117"
Banswara,"50,087","28,902","32,494","48,356","35,774","47,353","3,312",807,296,511,"39,509","1,490","43,576","44,383","2,286",0,"43,258","1,226","6,119","42,002","1,006","1,192",180,11,"7,287","7,298","19,999",0,"126,078","1,446,997","43,008","43,258",0,0,0,"42,845","42,845",0,"10,230","17,224","1,008"
Baran,"35,778","24,423","27,295","28,807","28,809","22,163",658,65,28,37,"21,975","1,434","23,065","23,130","1,014",131,"22,909",418,"3,776","22,603",964,625,360,23,"6,333","6,356","7,423",0,"69,937","812,003","21,567","23,289",0,0,0,"26,236","26,091",0,"3,407","4,433",341
Barmer,"84,668","39,897","51,828","76,721","71,857","46,187",787,"10,530","5,256","5,274","49,195","2,141","56,690","67,220",569,640,"67,611","1,113","3,377","60,392",958,858,77,15,"8,605","8,620","21,525",0,"277,257","3,075,444","32,912","75,614",415,303,124,"66,987","66,550",0,"1,998","2,209",222
Bharatpur,"64,843","42,582","43,789","61,310","44,588","27,589","2,992","2,090","1,796",294,"43,327","3,226","51,411","53,501",925,"4,696","53,486",628,"8,434","46,694",914,396,617,29,"9,453","9,482","17,691",0,"122,691","1,431,214","40,460","47,661",0,0,0,"49,986","49,390",5,"1,315","9,606",772
Bhilwara,"52,898","44,286","43,625","49,761","48,866","37,931",428,545,258,287,"39,171","2,621","45,882","46,427","2,078","1,990","46,032",851,"5,326","43,541",950,"1,618",780,128,"10,358","10,486","21,105",251,"221,425","1,923,700","37,538","47,048",240,133,92,"47,539","47,077",0,"6,632","3,442",672
Bikaner,"86,115","39,395","54,361","58,541","71,196","51,574","4,653","2,307",270,"2,037","43,520","11,137","50,636","52,943","3,866","2,285","52,363","1,191","6,635","48,504",954,"1,628",568,105,"9,661","9,766","14,209",220,"116,506","1,204,010","33,813","58,833",0,0,1,"49,680","49,469",124,"2,725","8,915",171
Bundi,"24,203","17,275","20,858","22,501","21,635","28,132","1,278",3,1,2,"18,645",275,"18,973","18,976","1,000",180,"18,788",284,"3,792","17,360",947,963,153,10,"5,465","5,475","8,805",0,"70,072","774,045","17,217","19,251",0,0,0,"23,427","22,587",4,"3,031","1,728",389
