Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"5,659,485","2,827,529","3,896,764","4,592,813","4,951,460","2,558,700","92,037","784,792","131,301","653,491","2,461,720","1,605,830","2,844,786","3,629,578","89,745","50,100","3,679,811","52,687","329,441","3,303,467",906,"51,419","40,908","7,787","286,845","294,632","1,180,987","29,829","4,497,727","43,538,791","2,550,422","4,980,897","145,147","265,214","455,885","4,568,767","4,732,336","12,151","427,985","418,608","2,251"
Agra,"124,057","73,863","106,738","99,648","109,189","82,450","3,283","6,173","3,078","3,095","49,067","10,953","49,067","55,240","2,244",0,"53,691","1,164","4,966","52,394",905,"1,769","1,071",299,"8,670","8,969","46,269","3,397","125,670","1,708,174","62,409","119,087","6,563","9,310","14,303","109,094","126,571",39,"5,046","6,287",13
Aligarh,"89,948","48,857","56,386","77,997","58,493","55,743","2,670","13,815","1,355","12,460","44,795","31,158","64,733","78,548","1,672",0,"78,152",402,"9,017","76,983",854,"1,092","2,741",219,"3,767","3,986","22,743","2,733","75,410","1,087,186","46,150","91,018","1,267","3,111","7,577","79,991","79,869",0,"4,019","2,773",
Allahabad,"160,713","95,400","109,022","153,456","138,907","47,440","3,675","13,313",220,"13,093","67,749","62,620","69,718","83,031","3,787","1,202","82,447",738,"7,033","78,926",913,"1,185",934,684,"15,574","16,258","35,290","3,276","130,264","918,266","51,871","162,493","9,257","19,911","32,472","146,290","144,539",104,"10,952","19,382",90
Ambedkar Nagar,"47,086","17,844","32,252","43,897","45,892","21,429",547,"9,060","5,264","3,796","24,958","20,600","33,526","42,586",741,833,"42,146",581,"2,418","40,471",941,275,23,17,"1,929","1,946","17,160",0,"64,686","454,298","26,880","50,026",54,314,"1,028","45,392","45,097",0,"2,183","2,917",50
Auraiya,"34,927","22,164","27,444","29,713","31,864","7,869",73,"3,817",135,"3,682","17,894","17,797","18,094","21,911",6,0,"21,347",209,787,"20,636",912,145,179,1,"1,149","1,150","13,979",0,"56,497","753,349","12,534","31,664",0,0,0,"28,570","28,133",119,17,4,4
Azamgarh,"128,700","76,797","93,911","90,812","93,784","58,725","5,692","8,474","2,823","5,651","48,750","34,064","55,584","64,058","1,560",0,"70,725",905,"10,329","62,885",884,363,21,0,"7,135","7,135","7,221",559,"58,349","561,690","39,758","100,187","6,587","12,830","20,182","87,248","94,401",466,"70,906","4,091",
Bagpat,"33,585","25,048","25,621","27,106","31,680","12,092",611,"4,083",0,"4,083","12,455",870,"18,685","22,768",222,0,"22,712",160,"2,415","22,232",882,689,101,188,878,"1,066","8,104",422,"61,434","535,463","18,706","29,959",69,426,"1,390","29,654","29,643",0,"2,033","2,325",
Bahraich,"111,674","31,738","65,847","88,297","111,674","40,492",978,"21,660","1,201","20,459","58,122","46,955","60,151","81,811","2,280",153,"82,286","2,177","4,724","68,925",871,814,"1,769",49,"4,507","4,556","30,030",144,"56,576","436,343","45,893","93,356","9,273","11,487","15,211","73,224","73,547",162,"6,161","6,856",52
Ballia,"82,787","38,281","56,979","63,903","75,150","19,991",628,"13,237","5,416","7,821","41,305","14,226","41,781","55,018",311,126,"54,880",302,"3,256","53,272",915,405,13,81,"4,285","4,366","4,782",92,"26,305","414,674","25,269","70,776","1,453","6,063","9,753","63,878","58,632",16,"3,282","4,779",
Balrampur,"72,185","22,412","45,023","58,786","55,194","29,551","1,228","26,117","2,094","24,023","31,951","27,557","32,904","59,021",544,184,"58,800","1,106","3,810","53,104",888,52,186,3,904,907,"7,758",15,"38,420","335,553","29,467","64,983","1,943","3,957","5,522","46,154","46,357",246,"1,878",492,101
Banda,"60,356","25,170","31,988","40,767","43,324","40,681","2,116","2,561",219,"2,342","31,137","28,493","32,410","34,971",199,769,"35,186",718,"5,585","33,750",914,445,45,54,"3,120","3,174","25,122",43,"115,367","693,754","28,632","40,810","4,067","4,877","6,759","43,538","42,882",590,"5,392","4,120",3
Barabanki,"97,564","40,270","61,770","83,868","81,744","70,938","1,899","5,738",379,"5,359","50,911","40,653","53,452","59,190","2,507","1,311","59,222","1,222","5,663","54,055",909,780,245,63,"5,145","5,208","23,549",19,"132,458","1,096,223","32,207","84,192",723,"1,564","3,560","74,714","72,332",0,"5,586","15,114",49
Bareilly,"113,417","86,215","74,941","101,079","108,584","46,480","1,470","25,260",909,"24,351","38,690","10,666","48,057","73,317","1,322",0,"72,730",765,"6,036","67,638",928,638,644,522,"5,090","5,612","28,899","2,452","111,409","851,207","53,622","107,344","1,864","3,772","8,479","108,059","109,510",0,"5,442","3,746",
Basti,"111,171","52,068","62,889","60,660","49,340","37,120",699,"6,872",47,"6,825","38,901","37,229","39,827","46,699","2,424","1,284","48,575",563,"8,375","48,087",930,100,1,59,"1,827","1,886","14,960",73,"80,821","718,296","33,056","65,619",433,485,938,"57,525","60,066",3,"7,740","2,737",69
Bijnor,"89,933","43,142","68,923","68,516","68,776","24,296",885,"21,491","13,059","8,432","32,845","22,153","33,424","54,915","1,508",0,"65,884","1,138","5,364","60,904",873,"1,961",37,32,"1,957","1,989","31,101",0,"103,884","952,167","40,570","79,449","2,404","3,172","5,310","72,255","66,156",1,"2,418","1,019",46
Budaun,"103,225","47,842","55,238","78,082","88,050","25,574","2,148","19,924","1,341","18,583","48,391","28,542","49,363","69,287",274,332,"68,479",902,"6,697","62,288",914,"2,117","1,814",3,"2,295","2,298","11,185",88,"24,429","176,886","50,004","86,525","2,495","4,575","9,119","70,625","69,948",18,"1,140","3,650",18
Bulandshahar,"97,859","49,827","65,877","83,822","85,820","47,255","1,118","13,369","3,408","9,961","40,664","22,112","40,810","54,179",505,112,"55,331",503,"5,679","52,584",904,"1,164","1,286",36,"3,655","3,691","28,227",28,"59,413","1,389,540","50,800","97,951",891,"4,022","9,669","90,872","85,022",0,"3,183","9,799",3
