Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_West Bengal,"1,814,561","1,403,930","1,587,798","1,482,622","1,546,898","1,140,918","7,901","98,329","2,578","95,751","986,586","204,057","1,262,810","1,361,139","209,498","206,333","1,342,997","21,822","220,443","1,129,635",936,"86,874","28,328","5,206","197,869","203,075","433,835","3,079","10,398,342","28,950,238","1,225,048","1,465,481","2,177","2,157","2,207","1,467,319","1,448,852","45,842","344,278","505,176","13,881"
Alipurduar,"24,359","20,602","20,890","20,990","19,820","25,157",220,"1,729",6,"1,723","17,533","3,188","20,211","21,940","3,454","2,288","21,679",404,"3,186","18,372",949,"2,584",766,160,"2,008","2,168","6,095",114,"129,673","432,416","19,689","22,713",7,2,10,"21,651","21,548",192,"4,065","3,013",106
Bankura,"58,472","52,583","48,437","50,684","47,414","51,824",47,"3,055",1,"3,054","41,291",204,"45,590","48,645","7,759","3,456","48,244",739,"11,349","40,214",931,"3,690",593,45,"12,979","13,024","8,831",0,"781,200","2,343,612","45,190","49,916",44,20,32,"52,657","52,436","1,800","16,730","27,422",773
Birbhum,"68,889","59,223","54,985","58,388","41,491","36,861",98,"4,025",0,"4,025","47,164","27,946","54,826","58,851","5,007","5,190","58,155",852,"11,443","56,205",945,"2,779","1,482",39,"14,509","14,548","17,970",6,"442,898","983,418","53,406","60,245",70,46,62,"59,531","59,039","3,799","6,804","7,797","1,105"
Dakshin Dinajpur,"27,676","23,480","23,487","25,571","20,622","21,610",92,"1,557",0,"1,557","20,468",450,"22,052","23,609","2,886","1,506","23,185",423,"4,217","21,471",944,"2,781","1,632",20,"3,301","3,321","12,029",,"192,163","510,395","21,881","23,310",0,0,0,"24,856","24,623",682,"2,860","4,853",307
Darjiling,"27,981","20,753","25,882","21,908","34,161","18,467",490,559,4,555,"22,773",738,"26,320","26,879","5,893",257,"23,367",520,"4,308","22,895",943,"1,978",839,36,"2,996","3,032","6,470",,"91,417","439,273","33,154","34,113",2,1,1,"27,158","28,982",652,"3,776","4,924",126
Haora,"74,615","59,784","72,331","70,459","72,470","42,869",227,"1,697",0,"1,697","27,971",308,"42,210","43,907","7,714","9,896","43,651",424,"6,249","41,829",936,"3,201","1,970",115,"5,976","6,091","19,675",248,"610,718","1,846,336","45,080","57,077",147,143,135,"62,022","61,995","8,876","13,919","12,546",263
Hugli,"93,364","73,014","80,091","77,303","79,792","50,140",174,649,3,646,"39,108","2,434","59,073","59,722","12,675","16,664","59,331",588,"8,658","55,447",953,"4,217","1,085",852,"14,252","15,104","22,239",123,"632,569","1,227,350","60,070","71,428",3,10,17,"73,673","73,313",812,"17,137","27,696",329
Jalpaiguri,"37,410","33,139","35,393","34,786","35,140","43,322",450,"1,258",0,"1,258","24,369","8,630","26,614","27,872","3,748","1,989","27,553",548,"4,676","26,398",944,"2,880","1,979",589,"4,655","5,244","14,292",0,"167,118","562,409","27,129","30,692",1,1,3,"34,358","34,281","1,937","5,526","24,570",266
Jhargram,"19,747","19,092","16,752","17,013","18,180","13,632",48,424,22,402,"14,383","6,857","14,383","14,807","1,677",,"14,648",234,"3,363","14,307",961,"1,163",484,25,"3,645","3,670","13,342",,"99,704","327,495","15,084","16,006",0,1,1,"17,688","17,622","1,190","5,591","15,165",149
Kalimpong,"2,605","1,884","2,915","2,301","2,299","1,684",48,198,0,198,"1,614",2,"1,614","1,812",420,,"1,801",25,70,"1,755",930,169,40,2,166,168,"1,368",,"12,223","127,393","1,841","1,972",0,0,0,"2,723","2,724",182,492,915,25
