Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"216,290","133,744","171,605","186,209","223,277","133,168","5,205","25,057","9,250","15,807","93,998","53,388","121,178","146,235","10,358","5,371","145,299","1,896","12,489","129,799",914,"7,811","5,110",690,"17,107","17,797","72,979",0.0,"402,736","4,027,566","111,261","176,702",429,719,710,"183,452","177,511","28,592","25,512","36,000",488
Almora,"10,861","6,128","7,158","8,009","8,330","6,034",73,"1,655","1,005",650,"5,155","4,120","5,553","7,208",361,314,"7,169",83,745,"6,938",947,214,292,114,"1,289","1,403","6,023",0.0,"37,395","455,376","6,237","8,074",218,161,75,"8,506","8,352",946,867,764,20
Bageshwar,"4,104","3,202","3,622","3,777","1,969",222,5,"1,181",855,326,"2,303","1,680","2,303","3,484",13,,"3,474",17,81,"3,302",925,312,312,48,621,669,"1,935",,"4,550","57,898","1,619","3,527",0,0,0,"3,909","3,909",842,50,239,1
Chamoli,"6,970","4,465","5,440","6,654",387,484,21,"1,489","1,109",380,"3,581","2,420","3,581","5,070",103,,"5,031",70,294,"4,968",893,117,104,86,"1,418","1,504","4,466",,"18,507","213,297","5,406","6,347",0,0,0,"6,645","6,352",20,580,610,10
Champawat,"4,673","2,451","3,797","4,240","2,131","1,637",11,710,393,317,"2,049","1,323","2,049","2,759",0,,"2,717",53,104,"2,654",973,25,19,2,608,610,450,,"9,613","76,844",991,"3,759",0,0,0,"3,642","3,516",610,0,909,23
Dehradun,"38,987","25,638","39,693","31,381","19,608","43,917","2,340","1,024",141,883,"18,561","6,415","23,504","24,528","3,754","1,538","24,287",414,"4,161","21,174",923,"2,545","1,550",64,"2,683","2,747","8,155",0.0,"57,779","868,097","21,326","27,776",63,379,441,"32,118","29,209",346,"8,309","10,242",185
Garhwal,"12,735","5,796","10,341","8,952","7,768","7,633",240,"1,525",523,"1,002","7,882","5,166","8,286","9,811","1,022",,"9,683",191,"1,066","8,723",884,722,626,21,"1,407","1,428","3,394",,"24,022","266,124","7,455","10,263",3,2,0,"9,849","9,184",800,"4,967","8,815",19
Hardwar,"50,278","31,240","35,418","42,618","35,348","35,339","1,521","6,834","1,438","5,396","12,651","1,728","22,958","29,792",717,"2,082","29,738",328,"2,056","22,022",917,593,114,66,"1,642","1,708","9,000",,"46,107","541,491","21,920","37,914",86,119,110,"40,636","40,823","18,896","1,399","1,088",152
Nainital,"18,482","12,555","14,967","16,708","10,938","4,445",312,"2,017","1,356",661,"12,173","7,373","13,920","15,937","3,249","1,264","15,813",247,"1,134","14,125",898,"1,796","1,202",110,"1,989","2,099","6,994",,"43,581","358,505","10,516","14,592",17,17,7,"16,512","14,622",20,"6,389","9,157",25
Pithoragarh,"7,260","4,556","6,785","7,258","38,542",870,105,"1,300","1,176",124,"5,306","4,115","5,566","6,866",560,36,"6,813",40,265,"6,683",873,163,147,9,"1,032","1,041","7,523",,"27,051","115,358","6,608","7,868",0,0,0,"7,337","7,285",0,956,"2,149",20
Rudraprayag,"4,205","2,286","3,392","3,677","2,400","1,915",0,660,476,184,"2,037","1,992","2,037","2,697",144,,"2,678",29,238,"2,650",891,55,55,10,829,839,"2,436",,"10,408","140,510","4,119","3,492",0,0,0,"3,688","3,670",141,227,519,5
Tehri Garhwal,"10,841","5,695","7,736","9,963","4,991","6,348",85,"1,714",232,"1,482","3,497","3,476","3,674","5,388",17,73,"5,341",67,391,"5,026",957,380,179,1,469,470,"2,088",0.0,"24,403","217,685","4,277","9,051",0,0,0,"10,286","10,267","4,335",41,60,14
Udham Singh Nagar,"41,119","26,914","29,173","37,517","88,644","13,658",281,"4,008",499,"3,509","15,070","11,442","24,014","28,022",356,64,"27,983",233,"1,544","27,104",908,560,305,95,"1,983","2,078","18,625",0.0,"83,321","553,890","17,489","38,818",42,40,69,"35,242","35,240",50,467,778,1
Uttarkashi,"5,775","2,818","4,083","5,455","2,221","10,666",211,940,47,893,"3,733","2,138","3,733","4,673",62,,"4,572",124,410,"4,430",971,329,205,64,"1,137","1,201","1,890",,"15,999","162,491","3,298","5,221",0,1,8,"5,082","5,082","1,586","1,260",670,13
