Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"13,29,382","7,84,199","9,51,409","11,89,039","4,37,248","3,88,512","50,184","1,75,088","73,131","1,01,957","2,62,620","20,856","8,72,557","10,47,645","19,221","16,839","10,85,068","43,634","1,35,012","10,16,267",904,"19,075","14,105","11,586","3,08,929","3,20,515","5,82,353","1,291","35,15,320","8,65,94,800","6,92,223","11,46,052","11,10,450","10,58,072","10,72,541","10,34,547","10,01,817","10,442",,,"19,499"
Ahmedabad,"1,33,020","73,581","1,04,320","1,11,175","65,534","74,690","10,987","11,437","3,827","7,610","45,397",,"1,04,170","1,15,607","6,983","2,699","1,18,234","6,063","16,718","95,530",886,"2,834","3,520",849,"38,008","38,857","73,906",,"7,65,011","1,40,25,434","77,012","1,17,022","1,19,927","1,09,996","1,06,044","1,02,640","1,00,855",610,,,"2,901"
Amreli,"40,563","21,238","28,472","37,183","7,750","9,696","2,252","7,906","4,800","3,106","11,446",,"24,875","32,781",427,128,"34,785","1,370","5,118","35,699",875,219,53,25,"7,633","7,658","20,143",,"89,023","21,79,788","21,970","35,679","32,401","31,359","32,348","31,367","29,797","1,188",,,260
Anand,"54,394","33,839","47,761","51,789","35,605","36,071","2,653","3,307","1,545","1,762","14,093","13,056","44,849","48,156",226,"1,996","46,106",844,"5,362","42,265",906,342,"1,969",168,"14,258","14,426","23,457",,"1,03,401","34,82,367","28,503","48,790","47,548","45,680","47,020","46,310","45,923",,,,599
Aravalli,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Banas Kantha,"75,645","44,404","54,792","74,310","5,785","8,131",989,"12,563","5,943","6,620","5,631",773,"54,610","67,173",27,54,"65,697","4,945","11,361","61,572",886,925,1,237,"23,326","23,563","42,382",,"1,39,055","34,63,834","12,717","67,139","61,627","59,525","63,631","61,417","58,787",381,,,"1,749"
Bharuch,"40,850","26,418","30,114","39,384","10,023","9,114","1,798","8,227","3,590","4,637","8,474",,"22,495","30,722","4,146",284,"36,640","1,793","7,448","37,801",864,409,213,14,"7,677","7,691","12,223",,"48,956","20,81,639","28,601","43,842","44,218","40,172","40,364","38,327","36,799",185,,,864
Bhavnagar,"64,929","38,352","46,673","50,583","25,693","10,337","1,252","12,683","7,624","5,059","21,537",,"46,542","59,225",142,285,"59,565","1,925","7,236","50,100",879,332,193,"1,367","12,950","14,317","24,776",,"1,19,271","36,06,190","33,046","58,238","57,138","53,581","52,372","48,068","45,818",520,,,399
Botad,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Chhotaudepur,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Dahod,"43,650","25,956","31,820","43,417","2,394","4,916",881,"5,921","1,853","4,068","2,989",,"25,050","30,971",362,14,"34,542","1,980","4,945","34,917",904,777,159,67,"9,617","9,684","21,475",,"2,24,020","29,17,806","20,006","35,779","38,789","37,324","37,277","35,233","32,310",564,,,947
Devbhumi Dwarka,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Gandhinagar,"38,354","21,728","26,650","34,279","11,142","18,602","2,789",639,300,339,"7,874","2,246","32,970","33,609",585,671,"33,044",651,"3,729","29,664",891,631,169,297,"10,706","11,003","22,130",321,"84,865","28,19,350","21,581","34,215","34,357","33,719","32,897","31,841","30,934",20,,,617
Gir Somnath,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Jamnagar,"50,109","31,831","38,488","42,225","20,246","11,308",743,"7,385","2,615","4,770","21,468",,"34,655","42,040",272,47,"42,964","1,268","2,931","36,016",909,"1,281",108,16,"8,282","8,298","24,820",,"1,27,537","30,19,900","36,915","47,503","43,060","41,378","41,171","40,987","38,653",87,,,519
Junagadh,"51,210","37,751","45,306","50,533","12,448","18,780","1,971","7,725","4,658","3,067","10,363",,"36,118","43,843",924,226,"45,471","1,490","4,632","44,675",909,"1,212",77,974,"9,778","10,752","26,586",,"1,50,191","33,69,217","33,539","45,081","45,069","42,860","43,074","41,349","40,717",713,,,732
Kachchh,"30,938","17,347","21,647","29,064","1,370",534,81,"8,471","2,402","6,069","4,471",,"16,335","24,806",3,1,"25,117","1,139","1,636","29,157",938,273,,44,"6,677","6,721","8,169",,"96,140","21,96,855","13,359","27,807","26,930","26,142","25,815","23,927","22,912",577,,,488
Kheda,"65,836","44,112","53,318","63,520","51,309","8,139",928,"4,215","4,215",,"16,442",404,"56,756","60,971",473,"1,954","60,168",806,"6,245","55,268",946,"1,059",883,"2,724","18,505","21,229","36,951",,"1,07,307","27,89,827","38,276","55,681","57,292","53,485","55,861","55,403","53,814",383,,,495
Mahesana,"42,855","34,346","35,589","43,731","6,608","5,437",464,522,285,237,"2,583",,"34,357","34,879",49,190,"42,754","1,562","6,081","43,445",860,"1,683",308,176,"11,316","11,492","35,640",,"1,86,007","55,18,533","26,412","37,198","37,727","36,502","36,820","35,197","34,863",51,,,756
Mahisagar,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Morbi,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Narmada,"12,841","7,925","8,955","11,476","12,911","9,615","1,099","2,354",566,"1,788","5,820",,"9,255","11,609",106,54,"11,046",704,"1,303","11,473",891,365,69,16,"3,576","3,592","4,239",,"24,411","10,21,932","5,716","11,647","11,048","11,033","11,242","9,968","9,907",15,,,371
Navsari,"26,607","17,083","19,602","23,711","22,025","14,631",521,"1,145",667,478,"3,604",,"17,536","18,681",185,"1,073","18,590",117,"2,836","18,592",943,129,117,219,"6,900","7,119","7,768",970,"85,380","19,43,334","20,795","25,276","20,989","20,537","21,651","21,167","20,667",,,,149
Panch Mahals,"61,514","30,338","35,682","60,817","6,936","8,932","1,836","13,222","5,629","7,593","7,864",,"27,854","41,076",194,109,"53,591","2,825","6,984","46,025",895,"1,188",54,205,"12,930","13,135","18,215",,"1,45,332","29,71,698","27,149","52,901","57,106","55,362","53,996","50,211","41,490","1,063",,,"1,285"
Patan,"32,851","22,819","26,555","31,040","31,474","7,858","2,114","2,041",27,"2,014","4,377","4,377","25,474","27,515",110,107,"27,088","1,882","4,436","23,259",929,387,7,197,"6,017","6,214","17,681",,"1,21,951","20,72,866","8,924","29,291","20,080","18,362","26,860","26,107","25,328",47,,,681
Porbandar,"14,330","9,562","11,055","13,615","1,247","3,823",691,336,279,57,"4,176",,"12,250","12,586",153,,"12,960",182,"1,088","12,669",896,271,51,24,"2,041","2,065","5,875",,"19,294","3,77,686","10,101","13,480","12,670","12,553","12,476","12,027","12,082",,,,105
Rajkot,"48,759","29,750","33,496","43,276","24,331","30,364",,"8,348","2,666","5,682","7,789",,"34,895","43,243",221,"1,219","43,044",437,"3,304","33,815",890,223,616,84,"10,610","10,694","25,059",,"1,21,341","41,20,140","25,942","44,487","42,358","39,905","42,093","40,620","39,917",71,,,673
Sabar Kantha,"68,038","46,066","53,420","65,869","22,362","21,432","4,285","9,109","5,772","3,337","6,216",,"46,768","55,877",136,317,"61,239","2,881","6,634","56,481","1,031","1,357",281,368,"18,125","18,493","45,587",,"1,33,688","57,76,012","39,495","60,769","60,674","58,388","58,146","57,586","55,389","2,203",,,"1,210"
Surat,"1,15,434","52,745","67,919","94,184","18,758","29,083","2,922","8,199","4,278","3,921","14,985",,"45,758","53,957","1,093","1,956","50,544","4,647","7,156","54,846",875,470,745,138,"27,383","27,521","29,646",,"1,81,355","47,87,395","72,217","93,766","80,444","78,780","79,135","81,344","77,667",115,,,513
Surendranagar,"35,771","21,844","27,652","34,904","7,482","8,226","1,715","6,797","2,980","3,817","5,712",,"22,003","28,800",213,38,"27,853",329,"2,583","29,811",922,174,40,116,"8,627","8,743","19,103",,"78,511","15,37,692","9,383","30,342","35,392","33,014","31,436","30,242","29,766",119,,,337
Tapi,"18,548","15,589","16,303","18,622","3,423","4,068",462,"5,472","3,390","2,082","3,233",,"8,649","14,121",44,46,"13,276",200,"1,350","15,291",947,113,40,766,"4,303","5,069","4,254",,"44,219","9,61,780","7,619","16,408","15,657","15,513","15,550","15,098","14,914",49,,,236
The Dangs,"10,350","6,377","8,013","9,848","1,415",473,64,"6,575",493,"6,082","1,337",,"2,473","9,048",61,,"7,372",171,670,"7,602",906,145,48,642,"1,436","2,078","1,705",,"20,820","6,78,810","2,354","9,206","9,296","8,618","8,541","8,083","8,013",125,,,172
Vadodara,"86,875","48,822","50,105","70,655","13,292","31,011","6,388","12,328","2,477","9,851","20,050",,"57,444","69,772","1,990","3,097","77,082","3,023","9,238","74,682",873,"1,421","4,000","1,406","20,015","21,421","24,034",,"2,28,570","52,26,794","52,240","72,807","69,962","66,433","68,167","63,166","68,027","1,355",,,"1,971"
Valsad,"65,111","24,376","27,702","39,829","15,685","3,241",299,"8,161",250,"7,911","4,689",,"28,416","36,577",96,274,"36,296",400,"3,988","35,612",941,855,384,447,"8,233","8,680","6,529",,"69,664","36,47,921","18,351","31,698","28,691","27,851","28,554","26,862","26,468",1,,,470
