Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Devbhumi Dwarka,"13,729","10,367","10,330","12,526","13,331","10,145",58,176,63,113,"4,711","3,104","13,145","13,321",223,"1,044","13,376",181,914,"11,118",906,236,13,0,"1,877","1,877","8,080",0,"27,308","4,21,308","11,209","13,196","1,770","1,763","1,640","12,132","10,983",0,495,"1,266",150
Gandhinagar,"36,858","32,204","32,554","37,104","32,989","20,937",520,1,1,0,"12,617","6,342","31,778","31,779","2,534","3,104","31,714",239,"3,135","29,016",908,501,758,128,"14,568","14,696","9,312","12,496","78,093","14,48,402","32,319","34,466",465,438,434,"30,711","30,566",11,"12,494","14,423",37
Gir Somnath,"29,605","22,739","23,544","23,822","20,415","8,049",195,994,365,629,"8,410","5,165","19,896","20,890",721,"1,508","23,908",398,"1,466","23,257",924,460,3,7,"3,610","3,617","12,672",130,"60,311","8,17,052","25,485","24,263",378,299,889,"22,295","22,773",68,"1,835","7,527",192
Jamnagar,"28,737","24,157","24,358","26,309","29,216","13,859",52,"1,195","1,093",102,"12,522","3,005","26,806","28,001","2,226",985,"29,539",583,"2,703","12,243",867,933,619,12,"3,837","3,849","20,557",10,"93,624","11,60,216","34,902","32,995",307,325,275,"26,107","24,490",2,"8,856","24,527",229
Junagadh,"22,434","19,629","19,939","21,643","20,600","16,438",118,70,34,36,"12,309","4,778","21,738","21,808","1,947",23,"21,620",288,"2,094","20,216",935,589,111,36,"2,752","2,788","17,558",595,"84,670","8,47,614","18,848","20,167",291,266,261,"18,767","19,252",309,"3,205","4,829",214
Kachchh,"54,720","41,068","49,007","55,705","62,440","38,037",989,245,91,154,"16,792","9,786","49,512","49,757",738,"2,135","49,713",654,"3,740","40,991",914,725,94,3,"8,175","8,178","10,935","4,310","83,803","4,01,267","40,903","55,050","4,270","4,188","4,517","53,389","49,632",234,"3,808","4,428",154
Kheda,"54,572","47,706","52,851","53,427","53,837","33,003",593,19,13,6,"14,894","8,923","49,470","49,489","1,010",377,"49,043",388,"5,205","44,843",926,877,320,142,"18,988","19,130","27,815","5,377","47,050","4,94,542","35,046","47,235","3,003","1,095","1,082","45,783","45,814",38,"5,321","4,787",82
Mahesana,"43,217","38,031","41,358","41,522","39,028","31,872",618,9,5,4,"12,994","6,660","36,919","36,928","1,304","5,102","36,594",616,"4,678","32,028",910,623,183,33,"16,326","16,359","27,287","13,377","1,71,534","14,32,227","34,965","36,030",18,5,10,"36,323","35,420",11,"6,221","16,369",394
Mahisagar,"24,996","19,645","21,150","23,033","22,086","7,397",230,67,50,17,"4,483","2,261","26,337","26,404",55,23,"27,026",381,"1,414","16,224",953,423,244,23,"5,545","5,568","8,751",0,"34,645","1,61,601","19,067","22,807","3,136","3,141","3,179","21,416","21,732",518,"2,186","3,612",70
Morbi,"23,244","16,331","17,474","19,859","22,100","10,235",43,168,157,11,"7,364","6,542","22,226","22,394",366,"1,307","22,347",159,"1,882","21,808",900,447,23,4,"2,738","2,742","8,922",966,"37,158","6,74,078","25,294","22,775",0,0,6,"20,539","19,365",0,169,"1,103",140
Narmada,"11,186","8,831","9,659","10,785","10,799","9,221",4,"1,180",12,"1,168","6,856","1,214","7,717","8,897",257,0,"8,797",223,"2,494","8,492",890,231,10,1,"2,647","2,648","2,827",0,"9,754","1,03,394","8,397","8,736",28,7,27,"9,950","9,856","1,860",865,"3,465",65
Navsari,"21,510","17,150","19,209","20,019","20,522","11,611",193,21,20,1,"7,201","2,686","16,445","16,466",877,"2,941","16,432",131,"3,205","13,731",926,603,365,6,"3,855","3,861","6,709",239,"28,317","1,28,878","22,257","22,316",26,34,21,"18,976","18,957",1,"5,920","8,344",49
Panch Mahals,"42,508","30,855","30,825","36,938","37,851","10,932",564,136,72,64,"10,198","7,172","36,199","36,335",326,465,"36,337",436,"2,377","34,097",896,"1,503",59,0,"3,656","3,656","7,558",0,"37,937","1,23,402","26,783","35,555","1,453","1,442","1,500","33,406","34,170",156,"3,154","3,797",221
Patan,"31,166","26,411","28,246","27,096","32,593","16,925",258,66,44,22,"10,727","1,788","30,402","30,468","1,213",862,"31,078",296,"1,985","29,155",934,146,116,200,"8,644","8,844","12,201","13,599","59,583","2,60,109","25,677","28,619",0,0,0,"27,742","27,977",68,"3,825","11,365",167
Porbandar,"10,826","9,112","9,216","8,379","9,537","4,589",138,44,19,25,"4,143","3,361","10,482","10,526",549,"1,681","10,441",126,888,"7,973",934,240,57,0,"1,443","1,443","3,058",0,"15,101","2,41,507","10,683","10,623",710,694,671,"10,571","10,445",20,"3,233","4,398",45
Rajkot,"77,450","52,210","65,139","56,198","72,746","30,655","1,151",267,147,120,"20,998","8,095","58,729","58,996","3,030","7,778","57,328",719,"6,161","49,074",875,"2,060",884,35,"7,447","7,482","22,905","6,307","1,01,176","14,00,246","70,924","71,744",58,43,30,"59,048","58,348","4,040","5,109","9,517",461
Sabar Kantha,"34,005","27,064","27,756","32,744","32,354","29,274","1,136",569,208,361,"8,678",611,"30,829","31,398",672,"3,384","31,128",517,"4,334","28,196",901,"1,433",147,41,"14,022","14,063","23,461",509,"60,214","6,28,194","30,441","31,575",0,3,1,"29,164","28,103",6,"2,671","12,238",551
Surat,"1,21,091","84,821","91,446","83,253","1,13,830","90,673","2,051",428,228,200,"31,341","18,687","1,01,337","1,01,765","5,098","11,975","1,02,037",796,"13,616","85,715",871,"1,330","1,216",16,"31,916","31,932","14,172","23,308","1,45,404","19,58,578","92,022","1,04,727","2,587","2,258","1,941","1,02,804","1,01,676",38,"17,630","64,503",205
Surendranagar,"34,917","28,074","28,659","32,266","34,609","16,035",324,240,54,186,"11,943","8,108","30,499","30,739",624,"2,747","28,774",308,"1,901","28,271",904,366,38,6,"6,001","6,007","14,264","1,909","59,102","3,84,803","33,231","33,885",73,92,61,"31,366","30,267",302,"2,236","10,861",227
Tapi,"11,509","10,205","10,559","10,657","11,357","7,619",454,183,73,110,"6,092",211,"8,434","8,617",597,486,"8,518",120,"2,495","8,408",950,551,72,361,"3,767","4,128","3,916",0,"40,672","3,48,847","7,982","10,072",0,0,0,"10,705","10,698",105,"2,899","7,612",183
The Dangs,"6,857","6,096","6,801","6,157","6,601","4,465",272,"1,558",61,"1,497","2,792",794,"3,279","4,837",115,0,"4,916",119,"1,129","5,074",902,283,33,352,"2,232","2,584",785,3,"22,258","69,509","4,459","5,787",25,12,6,"5,660","5,222",134,"2,109","4,994",85
Vadodara,"69,672","53,340","62,668","60,019","63,406","29,367",958,198,49,149,"19,962","5,258","54,671","54,869","3,236","7,856","53,562",931,"8,732","47,754",906,"1,128","2,627",12,"12,123","12,135","19,436",519,"1,97,246","30,00,812","58,326","65,097",429,390,537,"56,432","56,414",558,"7,252","12,959",293
Valsad,"31,437","27,766","27,926","31,125","29,718","21,728","1,564",337,79,258,"12,947","2,341","29,509","29,846","1,387","1,659","29,994",358,"4,895","29,380",942,"1,105",297,147,"9,093","9,240","5,516","1,808","37,324","2,96,481","28,016","29,491",0,0,0,"28,155","26,469",0,"11,563","28,885",86
