Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"13,81,764","10,47,162","11,37,172","11,99,663","13,34,836","7,63,749","23,997","12,660","5,301","7,359","4,42,841","2,05,574","11,75,381","11,88,041","48,153","1,09,964","11,94,917","14,702","1,31,387","10,57,723",910,"28,204","11,194","2,115","3,09,373","3,11,488","5,14,643","1,06,348","25,74,906","2,90,48,399","11,12,174","12,61,990","26,034","23,091","23,545","11,78,522","11,63,084","17,264","2,00,628","3,29,844","8,156"
Ahmedabad,"1,34,830","91,272","1,01,364","1,11,310","1,55,947","67,022","1,416","1,286","1,155",131,"55,410","11,044","1,38,930","1,40,216","12,345","31,517","1,43,419","1,222","13,709","1,24,148",915,"2,528","1,617",209,"45,215","45,424","76,140","5,200","5,75,354","73,24,946","1,34,197","1,42,373","2,088","2,466","2,542","1,33,429","1,37,212",430,"18,586","14,677",116
Amreli,"34,735","25,801","30,510","31,262","34,661","19,640",754,688,437,251,"10,602","9,309","24,494","25,182",855,"1,180","25,063",269,"1,687","24,230",910,710,54,21,"4,322","4,343","18,740",271,"64,082","7,05,312","27,129","26,400",0,0,0,"32,393","31,220",14,"3,191","3,850",124
Anand,"41,842","32,109","37,026","36,164","38,665","29,053",274,42,15,27,"14,734","11,296","36,202","36,244","1,107","6,618","35,785",685,"5,299","32,435",931,773,120,23,"11,191","11,214","15,197","4,034","39,131","6,84,783","35,347","40,094",0,0,0,"36,152","36,200",1,"20,156","4,188",459
Aravalli,"28,523","23,870","24,607","27,217","28,168","23,145","1,315",28,9,19,"8,601","1,753","19,928","19,956",349,305,"21,917",459,"2,514","20,336",922,"1,651",72,4,"8,772","8,776","15,984","7,309","36,296","2,87,841","24,781","23,095",395,375,339,"23,103","23,037",1,"2,069","2,616",271
Banas Kantha,"85,863","67,703","70,087","82,573","80,563","45,104","2,015",338,207,131,"16,781","8,932","70,786","71,124",272,"6,878","71,373","1,298","7,851","69,636",921,"1,543",413,1,"20,800","20,801","37,724","1,458","74,624","8,92,812","35,318","78,144",36,23,20,"71,076","70,875","6,010","15,218","6,343","1,149"
Bharuch,"33,998","27,382","28,985","30,269","32,291","22,104",327,17,8,9,"9,550","7,128","28,410","28,427",751,"2,855","26,790",294,"3,808","23,009",930,763,147,2,"6,218","6,220","12,630",53,"39,970","5,55,140","27,516","31,711",33,25,29,"30,172","29,218","1,320","1,146","2,712",242
Bhavnagar,"64,419","47,173","49,919","47,234","66,124","19,809",764,319,102,217,"14,212","8,161","46,551","46,870","1,876","2,437","51,003",487,"4,389","47,371",879,"1,126",21,93,"8,903","8,996","15,670","2,459","72,331","6,98,829","39,516","49,872","1,814","1,653","1,535","44,071","46,229",766,"8,132","10,519",85
Botad,"19,003","12,273","13,374","15,130","16,741","11,126",203,162,87,75,"4,857","3,284","17,125","17,287",220,418,"17,384",108,"1,400","17,140",901,583,165,0,"2,204","2,204","5,731",3,"24,638","2,38,604","8,281","14,946",79,60,59,"15,987","12,938",151,"2,714","3,392",53
Chhotaudepur,"27,732","18,962","20,688","22,040","26,662","19,714","1,710","1,317",244,"1,073","10,861","6,575","12,657","13,974",414,149,"13,832",355,"3,411","13,918",917,575,9,0,"2,000","2,000","5,943",0,"18,126","1,40,684","20,423","23,153",488,499,511,"18,590","17,799",86,"13,056","5,751",185
Dahod,"74,573","46,805","49,938","65,878","63,049","33,966","2,736",292,99,193,"36,259","21,200","63,939","64,231",859,165,"64,129",558,"5,876","58,436",951,"1,159",287,197,"14,486","14,683","22,187",99,"98,070","7,16,381","62,430","64,991","2,074","1,495","1,422","62,108","59,727",6,"3,304","9,987","1,172"
