Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"13,83,654","9,79,551","10,34,444","12,72,538","10,68,983","6,15,758","56,864","76,314","21,293","55,021","3,16,017","2,21,119","11,26,700","12,03,014","20,113","54,186","11,89,806","17,707","1,10,207","10,67,278",890,"34,752","11,159","3,457","3,21,026","3,24,483","5,39,262","57,073","24,76,056","4,21,60,424","9,01,299","12,23,580","11,88,033","11,57,778","11,97,766","11,69,770","11,50,239","3,826","51,633","70,249","19,981"
Ahmedabad,"1,64,759","1,24,005","1,24,131","1,53,319","1,24,765","89,230","4,119","7,438","3,349","4,089","42,696","14,911","1,39,086","1,46,524","3,889","7,486","1,45,032","1,570","9,337","1,17,118",878,"1,285","1,222",603,"41,559","42,162","74,231",935,"6,17,185","1,18,57,183","1,09,845","1,42,181","1,33,341","1,31,915","1,33,820","1,38,283","1,32,166",71,,,"3,027"
Amreli,"40,140","26,248","27,233","37,304","29,626","13,540",343,"3,123","1,154","1,969","13,533","8,808","33,569","36,692",31,202,"36,302",516,833,"33,754",869,756,43,13,"7,585","7,598","20,646",,"73,223","14,18,047","25,436","35,009","32,978","32,790","34,798","32,837","32,991",95,108,"1,227",341
Anand,"50,682","37,639","41,348","47,314","25,761","43,319","2,634",762,29,733,"15,569","13,833","43,085","43,847",453,"3,182","43,228",802,"3,640","42,502",907,"2,012",153,61,"13,304","13,365","23,041",,"51,187","7,55,673","27,862","43,443","42,585","40,913","42,575","41,962","40,817",1,,,"1,004"
Aravalli,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Banas Kantha,"79,463","50,946","56,745","74,931","37,920","26,142","15,243","6,082","1,524","4,558","6,758","6,758","64,955","71,037",,605,"69,804",971,"12,158","63,912",916,"1,147",,12,"24,702","24,714","40,222",,"59,923","9,15,499","59,241","64,913","65,060","65,609","68,540","66,825","66,021",,,,"1,977"
Bharuch,"34,814","25,527","27,591","31,246","25,040","18,731",330,"3,277",647,"2,630","8,566","5,728","24,245","27,522",216,"1,379","27,306",341,"2,264","22,273",937,"1,016",302,10,"6,516","6,526","10,835",21,"38,629","7,02,095","20,634","29,816","29,760","29,310","30,954","29,571","28,943",14,"2,529","2,268",393
Bhavnagar,"72,311","54,245","55,460","64,635","59,960","24,773",728,"3,191","1,456","1,735","31,424","9,868","60,753","63,944",458,721,"66,167",975,"10,698","45,576",865,"6,904",550,123,"12,868","12,991","21,142",,"75,178","13,70,368","25,763","60,869","52,152","49,741","56,028","57,311","56,096",,107,"1,719",352
Botad,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Chhotaudepur,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Dahod,"63,859","44,288","43,832","61,970","41,441","23,262","3,224","3,445",60,"3,385","10,030","9,414","53,728","57,173",149,,"56,346","1,063","4,329","51,409",910,961,893,32,"11,224","11,256","21,582",233,"87,932","6,76,023","27,984","55,752","55,531","53,938","53,347","53,295","50,910",283,124,839,"1,132"
Devbhumi Dwarka,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Gandhinagar,"37,411","27,681","27,576","33,604","31,225","9,116","1,464",303,60,243,"6,198","5,889","35,645","35,948","1,366",897,"35,688",437,"3,311","34,164",879,294,8,152,"10,998","11,150","18,887",978,"74,436","24,73,066","25,023","34,599","31,420","30,705","32,249","31,870","31,772",,"2,570","3,328",410
Gir Somnath,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Jamnagar,"47,711","36,949","36,725","42,131","37,941","22,869",197,"3,512",728,"2,784","21,513","20,163","38,937","42,449",655,"1,296","41,982",700,"1,577","40,373",900,"1,844","1,461",38,"7,507","7,545","24,608",903,"1,10,305","16,96,582","34,959","43,257","43,605","42,554","43,085","41,189","40,588",44,501,877,695
Junagadh,"52,734","45,080","44,563","46,663","50,482","24,196","2,588","3,051","2,073",978,"15,178","11,923","45,795","48,846","1,422","3,427","47,989",967,"3,820","44,225",900,"2,007",432,51,"8,280","8,331","29,043",,"1,06,808","22,09,648","38,417","44,439","45,365","44,054","44,080","40,224","39,848",688,156,321,743
Kachchh,"51,225","30,049","41,315","46,992","33,805","17,496",698,"3,396",675,"2,721","17,541","15,047","41,634","45,030",879,"1,190","40,897","1,113","1,879","35,747",928,725,753,44,"8,338","8,382","9,421",805,"87,471","9,63,086","31,323","44,155","43,481","42,143","44,355","41,134","41,134",33,47,11,392
Kheda,"58,030","44,707","46,263","56,199","47,352","16,569","1,049","2,573","2,573",,"14,445","13,888","50,911","53,484",964,"1,000","52,708",776,"4,804","49,657",923,579,217,771,"20,223","20,994","37,499",,"52,147","7,01,772","28,042","49,547","47,218","45,984","50,728","50,087","49,690",2,836,800,655
Mahesana,"46,833","41,822","43,341","46,470","40,289","27,424","1,352",10,2,8,"3,968","3,004","40,432","40,442",450,"1,877","39,853",840,"3,928","38,295",866,"1,199",100,49,"14,649","14,698","34,700","3,688","1,87,797","51,77,726","32,083","41,346","39,648","39,126","41,349","40,434","40,338",13,"4,258","14,483",368
Mahisagar,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Morbi,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Narmada,"13,241","10,972","9,519","12,601","12,329","9,931",515,890,890,,"4,070","3,914","7,949","8,839",51,38,"8,648",193,"1,103","8,424",923,392,70,,"2,848","2,848","2,922",,"19,438","7,04,069","7,812","8,648","10,858","10,826","11,236","10,592","10,382",1,491,"1,500",199
Navsari,"22,286","16,113","16,665","18,632","24,587","13,391",699,496,195,301,"3,630","3,385","18,442","18,938",202,"1,977","18,890",119,"2,214","18,132",895,311,46,117,"6,593","6,710","7,105",649,"27,451","2,00,395","22,443","23,767","20,543","20,443","21,094","20,208","20,208",,"6,113","4,957",247
Panch Mahals,"60,772","39,480","45,579","58,969","53,149","18,029",519,"3,702",435,"3,267","5,316","5,255","47,666","51,368",430,435,"50,575","1,147","2,577","47,860",891,950,272,15,"10,412","10,427","18,850",,"87,914","6,59,303","31,596","50,760","51,484","50,582","53,465","53,306","52,555",590,"16,162","3,659","1,401"
Patan,"31,644","25,136","24,829","30,518","31,130","27,268","2,447",770,9,761,"3,547","2,538","27,578","28,348",180,"1,499","28,035",505,"3,005","25,609",894,799,45,26,"6,692","6,718","16,781","4,765","77,838","3,90,256","18,324","28,375","28,248","26,748","27,840","26,747","26,130",19,643,"2,103","1,079"
Porbandar,"12,869","9,542","10,851","11,627","9,511","3,450",92,146,28,118,"2,781","2,711","10,486","10,632",380,116,"10,615",47,398,"10,135",970,374,67,9,"1,898","1,907","3,669",303,"21,228","2,90,973","10,524","12,352","12,055","11,678","12,060","11,947","11,939",1,,456,100
Rajkot,"80,150","54,167","63,125","68,301","70,325","29,970","13,806","4,188",921,"3,267","14,811","9,919","66,340","70,528","1,409","3,157","70,170",820,"6,098","62,837",883,"2,739","1,011",75,"9,753","9,828","27,251","7,541","1,27,074","27,43,473","57,015","69,109","70,114","66,284","66,593","65,048","63,644",966,"4,388","7,421",852
Sabar Kantha,"62,007","48,348","47,590","60,287","52,497","36,195","1,188","2,442","1,284","1,158","6,297",,"53,145","55,587",688,"6,929","54,897",892,"3,820","52,836",898,"1,717",46,46,"20,885","20,931","41,486","3,469","92,245","8,27,365","45,276","54,999","54,416","54,262","53,934","53,007","52,592",,"2,731","8,866","1,141"
