Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Dahod,"61,716","38,384","40,955","56,558","49,271","13,460","1,763","3,831",152,"3,679","9,451","8,148","50,485","54,316",,,"53,149",999,"3,349","44,132",896,868,205,30,"10,162","10,192","21,764",,"1,56,583","9,84,628","31,047","54,709","50,475","49,858","51,291","51,698","49,019",422,99,185,"1,017"
Devbhumi Dwarka,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Gandhinagar,"37,936","26,075","26,969","34,941","28,024","15,297","1,303",226,215,11,"6,663","6,571","33,359","33,585",775,218,"33,251",434,"3,037","30,579",885,317,287,276,"10,746","11,022","19,009",406,"81,482","22,96,935","19,596","33,461","31,016","30,497","32,965","31,709","31,259",,570,"1,236",493
Gir Somnath,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Jamnagar,"45,728","29,517","29,368","39,004","41,302","22,142",546,"4,873","1,422","3,451","22,709","20,122","36,105","40,978",356,798,"40,563",628,"1,807","38,554",895,"1,312","1,480",29,"7,408","7,437","24,002","1,151","1,08,203","15,72,165","36,909","45,030","44,235","43,099","43,098","41,341","40,451",92,530,"1,522",670
Junagadh,"53,661","43,268","42,079","49,049","46,214","25,572","2,908","4,157","2,392","1,765","13,307","9,694","43,527","47,684","1,362","1,807","47,704",840,"3,467","41,438",910,"1,676",690,90,"8,566","8,656","29,881",37,"1,47,843","29,23,334","38,880","46,486","47,755","46,640","46,630","45,581","45,439",407,"3,704","1,759","1,098"
Kachchh,"47,490","26,113","37,705","44,784","43,385","13,151",455,"4,386",316,"4,070","17,833","11,838","37,970","42,356",,489,"41,886",615,"1,790","36,507",938,840,346,94,"8,334","8,428","9,396",,"86,029","16,58,136","27,581","43,195","40,731","40,105","41,850","39,188","39,101",55,,,436
Kheda,"60,199","44,690","48,883","57,533","51,815","18,597","1,937","3,455","3,455",,"15,277","11,381","49,337","52,792",297,215,"51,993",799,"4,566","39,226",923,634,293,"2,730","19,778","22,508","37,497",,"78,690","12,09,455","31,794","53,193","49,889","49,004","52,602","49,929","49,372",29,"1,650","1,317",701
Mahesana,"46,037","40,215","40,929","45,538","40,728","22,877","1,539",18,11,7,"4,151","2,833","38,562","38,580",505,"2,347","38,007",755,"3,393","35,597",866,762,,136,"14,396","14,532","35,430","1,659","1,89,599","48,31,963","36,005","40,230","39,645","40,105","40,940","40,039","39,788",1,"4,453","13,728",425
Mahisagar,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Morbi,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Narmada,"12,700","10,075","9,626","11,971","10,702","5,404",353,"1,011",642,369,"4,401","2,783","7,771","8,782",149,124,"8,892",185,"1,843","8,054",871,299,57,11,"3,112","3,123","3,300",,"21,987","9,92,453","7,308","11,653","10,418","10,411","11,667","10,025","9,951",10,350,"1,245",217
Navsari,"25,059","16,988","20,728","21,981","28,174","12,919",444,691,335,356,"4,278","4,050","17,924","18,615",152,"1,273","18,506",137,"2,877","17,966",939,270,76,181,"6,350","6,531","7,313",656,"67,574","4,11,180","23,389","27,049","22,213","22,024","22,650","21,356","21,342",,"5,819","3,866",245
Panch Mahals,"61,160","37,865","42,953","60,063","56,679","13,964",690,"4,807",582,"4,225","5,562","5,595","49,698","54,505",105,668,"53,672","1,069","3,297","49,404",893,"1,241",269,77,"8,383","8,460","20,266",,"1,34,060","19,17,434","38,560","56,412","56,041","55,534","55,367","55,323","52,053",943,168,"35,496","1,295"
Patan,"32,636","24,492","23,286","31,337","31,331","29,087","1,417",858,3,855,"4,220","3,924","27,118","27,976",207,"1,664","27,627",468,"3,016","26,139",887,491,42,37,"6,619","6,656","16,964","3,005","1,10,706","6,80,296","15,251","29,133","27,515","26,071","27,633","26,194","25,411",76,840,"2,010","1,143"
Porbandar,"13,975","11,227","13,370","13,824","12,307","3,604",79,210,73,137,"2,831","2,785","10,665","10,875",191,,"10,822",51,"1,448","10,122",907,379,61,26,"2,054","2,080","3,638",331,"21,327","3,72,780","12,379","12,866","13,097","12,719","12,713","12,160","12,148",3,,"1,125",89
Rajkot,"78,181","44,568","52,367","63,875","70,488","26,150","16,863","4,659",955,"3,704","13,712","10,978","60,029","64,688","1,299","2,025","64,305",724,"6,118","56,563",879,"2,081","1,057",64,"9,533","9,597","27,409","4,925","1,38,537","30,69,053","58,582","75,198","70,257","66,910","67,597","63,749","63,063",902,"3,815","6,186",861
Sabar Kantha,"62,583","46,470","51,094","59,971","55,783","35,610",940,"2,945","1,030","1,915","5,881","5,048","50,434","53,379",594,"10,271","52,805",737,"4,086","51,550",902,"1,455",47,91,"20,724","20,815","38,653","5,360","97,657","17,27,789","42,780","54,573","53,931","53,321","53,793","52,327","51,957",,"2,519","3,955","1,116"
Surat,"1,10,725","56,644","58,267","77,122","70,651","49,462","1,637","5,581","1,986","3,595","23,680","20,785","88,782","94,363","1,611","5,242","94,212",354,"13,642","89,014",875,"2,859","1,173",100,"33,247","33,347","11,108","28,705","1,64,124","31,58,346","94,121","1,01,510","96,305","94,629","95,936","92,179","91,604",149,"2,841","4,320",381
Surendranagar,"38,055","24,137","29,697","33,537","34,622","16,456",63,"3,809","1,022","2,787","7,095","6,668","29,706","33,515",213,785,"33,284",393,"1,465","32,620",867,590,320,58,"7,970","8,028","18,277",,"73,408","12,62,579","15,453","34,983","36,313","32,431","36,107","33,650","33,331",1,"1,691","3,276",536
Tapi,"14,379","11,226","12,729","13,712","20,036","12,025",46,"2,940","1,555","1,385","4,256","3,324","8,787","11,727",82,256,"11,573",207,"1,196","10,525",918,425,58,747,"4,045","4,792","3,969",,"53,160","4,03,113","8,291","12,884","13,473","13,182","13,292","12,132","11,935",8,"1,038",551,174
The Dangs,"8,141","5,740","7,500","7,529","7,875",425,27,"4,971",731,"4,240","1,576","1,473","2,436","7,407",14,,"7,784",150,592,"6,660",981,315,73,514,"1,539","2,053","1,488",,"22,346","5,80,120","2,746","6,830","6,895","6,991","6,919","6,837","6,706",2,254,"1,605",27
Vadodara,"92,020","55,821","54,469","74,090","80,538","36,314","3,453","7,529",180,"7,349","36,168","23,510","71,395","78,924","5,256","4,091","81,258","1,387","13,501","63,364",854,"1,572","1,015",28,"17,673","17,701","17,715","5,053","1,95,728","27,81,310","62,538","85,236","78,193","76,595","79,936","75,892","73,874","1,268","3,780","5,354","1,679"
Valsad,"39,336","24,295","30,059","36,749","34,749","22,782",296,"7,424",168,"7,256","3,787","2,453","23,924","31,348",161,940,"31,079",397,"3,293","29,253",915,"1,404",463,208,"9,595","9,803","7,552",888,"36,276","9,73,934","22,340","33,366","29,846","29,320","32,181","30,837","30,701",6,"5,147","2,606",494
