Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"13,80,710","9,12,458","10,08,208","12,37,438","11,44,740","6,12,031","64,002","97,387","28,857","68,530","3,20,210","2,23,781","10,93,508","11,90,895","18,761","42,322","11,83,538","16,460","1,17,028","10,32,627",894,"25,716","9,016","7,186","3,14,463","3,21,649","5,45,311","53,133","30,13,697","5,12,90,241","9,11,833","12,33,132","11,80,514","11,48,571","11,91,082","11,52,288","11,32,484","5,648","41,568","96,215","18,613"
Ahmedabad,"1,61,570","1,16,831","1,20,750","1,52,458","1,31,867","79,786","3,730","6,789","4,175","2,614","42,839","14,796","1,37,470","1,44,259","4,602","3,309","1,44,152","1,920","10,867","1,17,701",898,826,377,721,"38,759","39,480","73,180",307,"5,74,573","89,52,299","1,11,717","1,35,608","1,36,124","1,29,215","1,30,045","1,31,681","1,28,953",144,135,537,"1,785"
Amreli,"38,632","21,608","29,243","34,009","37,224","12,426",374,"3,951","1,417","2,534","13,982","12,847","29,646","33,597",191,202,"33,358",336,528,"30,038",867,514,65,13,"7,040","7,053","18,831",,"95,669","22,85,574","23,050","34,520","30,454","30,042","31,835","33,089","32,660",369,41,"1,006",336
Anand,"53,117","35,320","47,614","50,782","39,139","34,817","3,213",855,25,830,"14,148","13,888","45,317","46,172",259,"2,874","45,587",713,"4,378","44,949",892,"1,694",140,203,"14,839","15,042","23,919",,"80,112","10,07,947","39,005","46,563","44,816","43,152","44,620","42,870","42,719",,,,911
Aravalli,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Banas Kantha,"79,928","47,941","56,833","76,669","40,305","44,011","17,723","7,768","1,864","5,904","6,182","6,182","63,931","71,699",,498,"69,247","1,525","14,871","62,817",918,748,,32,"23,594","23,626","40,905",199,"1,36,468","18,51,934","51,272","71,961","68,248","66,806","69,171","67,605","66,197",141,,,"1,921"
Bharuch,"34,051","23,002","29,383","30,615","29,577","18,892",244,"4,897","1,151","3,746","9,154","6,496","27,831","32,728",267,"1,446","32,678",203,"3,176","19,268",951,"1,039",91,11,"6,700","6,711","11,594",408,"41,662","11,20,275","22,515","32,627","33,007","32,696","33,812","31,339","30,728",16,"2,013","2,586",393
Bhavnagar,"71,695","49,946","51,352","59,737","51,954","26,801","1,959","4,746","3,000","1,746","27,067","5,609","51,299","56,045",113,780,"56,144",434,"5,425","40,587",866,"1,105",331,679,"13,297","13,976","22,251",43,"99,894","22,65,209","38,724","53,856","49,622","47,214","56,432","53,558","52,722",604,111,744,170
Botad,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Chhotaudepur,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
