Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"14,16,520","10,32,132","10,57,929","12,73,818","11,23,872","6,59,565","33,244","57,869","18,461","39,408","4,34,523","2,85,971","11,18,998","11,76,867","27,422","46,455","11,90,895","17,974","1,09,482","10,69,894",891,"31,972","11,064","2,350","2,78,052","2,80,402","5,14,614","61,893","21,52,707","3,29,40,873","9,12,733","12,21,747","11,21,993","11,31,349","11,76,322","11,66,550","11,59,156","4,674","58,615","94,387","15,455"
Ahmedabad,"1,70,931","1,28,406","1,27,140","1,56,308","1,31,804","94,170","3,905","6,881","2,919","3,962","52,678","15,285","1,45,002","1,51,883","3,261",382,"1,50,500","1,727","9,167","1,28,128",877,"1,419","1,099",397,"49,507","49,904","69,752","3,469","5,63,872","1,09,77,575","1,09,289","1,48,316","1,39,178","1,37,340","1,44,364","1,43,625","1,41,137",95,164,187,"2,256"
Amreli,"40,663","28,666","31,016","37,407","26,889","13,493",236,"1,711",609,"1,102","14,132","9,964","34,234","35,945",296,353,"35,677",489,"1,193","32,947",902,789,54,30,"7,632","7,662","20,550",0,"39,541","5,54,277","26,989","33,917","31,067","32,345","34,489","34,187","34,229",45,"2,272","1,918",395
Anand,"50,014","39,150","43,479","43,365","39,904","43,343","1,627",731,466,265,"18,932","23,190","42,203","42,934",502,"3,669","42,504","1,228","3,985","40,926",907,"2,364",325,87,"6,728","6,815","17,989",58,"29,813","5,61,453","27,900","40,848","36,684","37,177","39,212","38,806","43,457",0,"1,055","1,130",770
Aravalli,"12,237","9,746","9,664","11,948","10,178","6,491",119,199,39,160,"3,497",808,"11,586","11,785",118,103,"11,522",139,"1,115","11,096",922,195,64,7,"4,409","4,416","7,926",692,"13,099","82,479","8,879","11,516","10,157","10,406","10,580","10,222","10,088",2,"1,392","1,983",64
Banas Kantha,"79,168","54,636","55,337","74,944","67,021","46,703","8,600","5,033","1,694","3,339","13,377","12,456","64,453","69,486",74,507,"68,583",838,"8,278","58,426",919,444,97,12,"17,870","17,882","38,923",0,"46,194","6,40,504","47,266","67,133","59,971","63,833","67,492","66,740","67,525",258,620,"3,625","1,546"
Bharuch,"37,371","27,501","29,127","31,470","26,412","21,853",568,"2,617",532,"2,085","13,192","8,564","27,626","30,243",705,"1,051","30,891",375,"2,471","20,721",860,"1,094",233,9,"4,806","4,815","10,807",36,"34,889","5,56,320","21,008","31,279","29,606","29,719","30,765","30,298","29,703",4,"2,691","3,582",250
Bhavnagar,"67,642","53,646","53,194","57,306","53,634","22,606","2,192","2,511","1,015","1,496","25,927","7,527","55,107","57,618",416,932,"53,149",770,"4,816","42,716",883,"1,572",377,96,"10,175","10,271","18,680",12,"65,754","3,40,976","20,784","52,737","50,804","49,006","51,952","52,866","51,538",290,76,941,439
Botad,"1,474",954,927,"1,136",773,513,9,62,15,47,336,187,597,659,5,0,"1,034",22,42,"1,006",792,59,11,0,565,565,498,0,"1,008","20,957",535,923,913,"1,026","1,141","1,166","1,095",0,44,255,
Chhotaudepur,"4,912","3,402","3,238","4,358","3,928","2,239",79,388,63,325,"1,644","1,231","1,919","2,307",103,,"2,665",48,500,"2,211",858,78,3,0,535,535,854,,"2,307","9,115","2,132","3,384","2,705","3,390","3,863","3,462","3,299",12,"1,200",643,12
