Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Dahod,"67,502","43,257","43,808","62,722","44,990","22,356","3,039","2,292","1,718",574,"23,547","20,915","51,226","53,518",211,31,"57,344","1,086","4,916","55,713",910,"1,420",552,16,"12,100","12,116","17,837",0,"33,455","2,03,735","34,754","57,580","53,738","54,560","54,913","53,935","51,609",175,997,"7,404",658
Devbhumi Dwarka,"4,124","3,415","3,527","4,002","3,857","2,407",0,217,43,174,"1,027",673,"2,893","3,110",24,158,"3,068",53,78,"2,974",945,136,29,0,"1,193","1,193","2,101",0,"7,504","1,01,398","2,546","3,898","3,503","3,762","3,714","3,547","3,491",0,0,0,48
Gandhinagar,"38,282","29,198","29,801","34,235","28,804","15,500",833,132,77,55,"10,845","7,423","35,286","35,418","1,291","2,125","36,995",433,"3,461","34,539",909,541,39,81,"8,287","8,368","15,047","3,401","67,608","11,47,557","29,211","34,338","29,751","30,319","31,345","31,426","31,559",24,"3,671","2,867",224
Gir Somnath,"8,511","6,963","7,915","7,456","4,904","2,351",0,582,340,242,"3,173","1,493","4,373","4,955",63,33,"9,145",216,"1,072","5,919",923,222,93,75,797,872,"3,103",26,"16,559","1,71,600","6,040","7,311","5,749","6,029","6,584","6,858","7,163",94,441,817,16
Jamnagar,"43,775","37,431","37,409","39,275","40,445","19,748",262,"2,426",445,"1,981","21,563","18,521","36,190","38,616","2,023","1,476","38,166",708,"2,430","36,859",903,"1,919","1,229",19,"6,544","6,563","24,518","1,180","1,04,169","16,58,773","33,613","39,964","38,608","38,601","39,260","39,201","38,487",20,398,749,513
Junagadh,"47,316","38,516","40,692","38,963","40,310","22,574","1,459","2,017",724,"1,293","20,551","11,988","37,429","39,446","2,200","3,163","40,812",806,"3,699","35,656",888,"1,623",335,137,"5,913","6,050","24,122",0,"1,05,738","16,74,667","35,126","40,036","36,869","36,411","36,585","36,228","36,007",290,"1,715","5,636",551
Kachchh,"53,504","36,289","41,587","46,216","43,296","17,734",680,"1,773",264,"1,509","17,669","12,028","36,893","38,666","1,035",302,"42,929",865,"3,211","36,777",933,818,230,247,"7,361","7,608","8,024","1,071","61,586","3,74,916","31,290","44,063","42,034","41,348","44,805","43,675","42,205",41,501,432,415
Kheda,"57,713","46,163","47,659","55,753","49,594","17,327",487,"1,411","1,149",262,"13,420","11,733","46,550","47,961",504,"1,185","48,910",687,"3,179","46,256",930,909,243,224,"12,781","13,005","29,512","1,957","64,031","7,81,212","27,575","50,154","43,664","44,730","48,018","48,311","50,625",10,"1,097","1,279",457
Mahesana,"46,459","41,493","42,274","44,449","41,415","27,498",283,7,4,3,"10,618","5,993","38,522","38,529",665,"2,442","38,335",727,"3,576","35,492",882,856,152,16,"10,156","10,172","31,850","3,606","1,78,808","38,47,615","30,728","38,241","39,233","39,284","39,747","38,899","38,103",1,"5,313","7,470",166
Mahisagar,"9,688","6,954","7,191","9,323","8,332","2,744",24,340,244,96,"1,485","1,304","2,960","3,300",18,0,"5,516",118,812,"6,570",931,214,9,8,"5,472","5,480","1,882","1,951","6,990","34,468","7,018","7,619","7,341","7,585","8,231","7,387","7,838",208,760,"2,549",36
Morbi,"2,714","1,920","2,105","2,545","2,432","1,235",2,227,42,185,657,556,"1,915","2,142",11,12,"2,284",14,133,"2,249",881,56,0,0,680,680,"1,089",39,"1,661","25,222","1,936","2,258","1,876","2,162","2,424","2,456","2,415",3,0,234,7
Narmada,"12,679","10,987","9,300","12,101","11,929","9,951",334,770,76,694,"7,338","3,647","9,071","9,841",103,57,"9,682",201,"1,767","8,941",875,221,26,0,"1,631","1,631","2,691",0,502,"21,708","7,726","9,521","9,613","9,911","10,310","9,465","9,406",0,378,"2,033",168
Navsari,"22,636","16,805","16,791","19,654","24,523","13,732",791,360,160,200,"6,765","3,584","24,742","25,102",284,"3,418","25,049",228,"3,534","21,719",920,575,51,72,"5,977","6,049","6,652",718,"18,881","1,33,794","23,378","24,949","19,186","19,279","20,052","19,950","19,964",0,"9,166","6,062",210
Panch Mahals,"53,539","35,845","34,407","50,687","46,462","17,055",448,"2,470",927,"1,543","7,102","6,538","35,788","38,258",500,369,"39,665",885,"3,185","38,916",872,"1,350",153,8,"5,536","5,544","15,792",0,"65,071","5,11,317","31,679","43,660","43,581","44,902","47,404","45,322","43,751",505,154,"4,553",805
Patan,"31,069","25,139","24,962","28,855","28,078","27,527","1,403",428,83,345,"10,389","11,319","26,532","26,960",484,"1,763","28,032",526,"2,504","24,612",867,924,124,12,"4,894","4,906","18,272","2,940","61,717","3,72,403","16,587","26,608","22,804","22,841","24,702","24,690","24,276",21,973,"2,330",777
Porbandar,"13,344","10,344","12,572","12,437","11,990","4,046",103,91,18,73,"4,053","3,595","11,211","11,302",394,932,"11,278",87,812,"10,043",898,413,86,6,"1,879","1,885","3,710",127,"17,941","1,45,960","10,455","11,076","11,121","10,973","11,553","11,490","11,487",5,208,"1,176",122
Rajkot,"78,408","56,271","59,304","67,732","74,456","31,496","1,072","2,791",743,"2,048","20,297","8,974","64,904","67,695","1,272","3,831","67,299",836,"6,620","61,622",876,"2,999","1,088",50,"8,536","8,586","26,625","6,267","1,00,696","18,64,744","62,060","71,112","66,515","64,969","65,858","66,466","65,195","1,454","4,439","6,092",737
Sabar Kantha,"55,051","41,946","41,698","52,007","39,625","31,496","1,256","2,452",879,"1,573","12,831","3,631","44,431","46,883",471,"2,045","46,121",833,"3,728","44,201",919,"1,223",73,13,"14,513","14,526","33,216","4,684","60,751","7,83,390","35,050","46,932","46,280","45,882","45,521","44,955","44,208",2,"2,632","3,425",722
Surat,"1,21,960","68,252","67,459","1,12,530","63,032","47,333",974,"2,760",616,"2,144","36,038","31,121","92,000","94,760","3,806","7,601","93,680",659,"10,810","85,540",843,"1,887","1,230",26,"31,910","31,936","18,589","21,095","1,12,345","18,02,975","1,07,621","1,13,140","92,279","97,669","1,01,820","1,04,143","1,02,948",15,"2,357","2,575",966
Surendranagar,"35,360","23,418","26,323","30,222","33,032","16,825",158,"2,982",684,"2,298","10,049","7,598","25,542","28,524",372,603,"28,517",443,"1,562","28,028",873,726,57,9,"4,843","4,852","16,233",469,"43,933","4,91,311","19,090","28,949","28,683","28,267","28,500","28,235","26,961",25,"4,324","11,221",185
Tapi,"14,417","11,585","11,616","12,790","11,513","10,080",371,"1,217",376,841,"4,753","3,801","10,138","11,355",478,681,"11,266",159,"2,205","10,269",978,442,95,303,"2,501","2,804","3,661",0,"25,307","1,31,114","9,055","12,619","10,745","10,933","11,226","11,263","11,060",66,"1,731","1,639",204
The Dangs,"8,282","6,538","7,369","7,145","7,225",701,54,"3,512",611,"2,901","2,577","2,245","3,372","6,884",25,,"6,829",194,692,"6,573","1,054",315,571,252,935,"1,187","1,322",,"12,165","31,760","3,365","6,426","6,450","6,524","6,612","6,477","7,087",367,40,"1,571",57
Vadodara,"93,480","64,912","65,916","74,070","73,903","26,244","1,734","2,582",246,"2,336","37,578","23,165","70,795","73,377","5,656","6,468","75,413","1,204","11,748","65,809",861,"2,818","2,083",35,"13,920","13,955","17,005","7,230","1,61,437","24,64,223","64,786","83,786","75,742","74,749","76,632","74,708","73,921",634,"5,846","5,246","1,399"
Valsad,"32,295","22,384","23,122","30,407","29,182","20,194",142,"3,897",640,"3,257","6,483","4,914","23,508","27,405",52,763,"28,035",370,"2,181","26,440",931,"1,351",253,103,"7,466","7,569","5,782",865,"27,375","4,21,355","17,262","27,454","25,543","25,417","26,648","26,091","27,319",8,"1,960","2,763",280
