Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Dahod,"66,742","43,439","46,255","65,335","59,747","29,432","2,501",748,183,565,"35,003","25,667","55,553","56,301",349,17,"56,937",764,"4,890","57,381",914,"1,152",220,94,"14,254","14,348","19,876","3,744","65,733","3,05,377","52,979","65,161",42,36,30,"53,897","50,608",73,"2,091","9,956",837
Devbhumi Dwarka,"15,847","13,492","13,730","15,165","14,140","11,214",12,441,227,214,"5,373","3,820","12,516","12,957",222,832,"12,891",197,682,"12,302",930,198,67,2,"2,411","2,413","8,847",0,"25,830","3,76,147","13,128","15,614",0,0,0,"14,519","14,258",0,480,461,207
Gandhinagar,"36,853","29,634","31,664","32,187","28,662","20,116",437,20,16,4,"13,379","8,225","31,889","31,909","2,042","3,165","33,510",350,"2,728","23,420",885,502,507,47,"17,420","17,467","15,096","9,785","81,817","11,68,901","30,413","33,362",446,393,509,"30,214","29,678",7,"7,070","5,706",86
Gir Somnath,"25,552","23,010","22,817","24,418","18,438","8,513",44,"1,340",740,600,"10,711","6,844","22,636","23,976",703,310,"23,422",446,"1,074","14,593",919,471,11,1,"3,664","3,665","12,202",0,"31,504","2,14,275","22,275","23,981",461,100,88,"22,494","21,800",31,"1,896","2,753",162
Jamnagar,"34,941","29,450","29,183","30,043","58,541","13,976",60,835,528,307,"21,848","16,907","31,556","32,391","4,149","1,118","32,068",814,"3,727","21,643",916,"1,478","2,484",46,"4,498","4,544","17,311",81,"72,265","7,26,546","44,440","45,453","1,424","1,035",950,"29,356","27,169",0,"6,744","25,068",232
Junagadh,"33,284","22,591","25,434","21,729","20,589","12,786",854,194,75,119,"11,147","7,843","20,073","20,267","1,855",905,"21,200",238,"1,588","16,508",912,445,54,9,"3,410","3,419","15,128",220,"58,375","5,27,775","22,532","22,837",51,49,42,"19,166","17,793",45,"1,249","3,540",135
Kachchh,"58,988","40,365","45,339","49,262","57,621","25,993",778,"1,579",659,920,"20,453","14,640","37,092","38,671",761,"1,343","37,325",946,"4,060","42,391",909,"1,179",150,352,"8,883","9,235","11,302","1,291","62,226","2,58,103","38,389","51,225","3,318","3,289","3,896","46,800","48,814",566,"10,674","3,793",151
Kheda,"54,035","46,119","49,374","51,964","43,949","29,631",697,151,144,7,"11,173","6,005","45,848","45,999",420,484,"46,030",632,"3,715","42,356",948,"1,146",314,100,"17,567","17,667","27,026","7,268","38,860","3,58,330","32,492","51,781",537,499,541,"46,051","45,768",1,"2,101","3,070",121
Mahesana,"41,898","37,354","38,884","39,267","36,707","31,861",891,15,4,11,"12,793","7,052","36,214","36,229",849,"3,384","35,696",698,"4,189","32,225",900,532,105,45,"16,346","16,391","29,699","9,873","1,54,711","15,64,422","29,825","34,639",15,30,23,"37,034","36,120",6,"6,408","10,552",410
Mahisagar,"26,470","20,772","21,093","25,983","23,436","8,552",194,355,252,103,"6,101","4,548","19,508","19,863",127,274,"21,337",540,"1,663","19,917",893,708,8,16,"6,098","6,114","7,110",760,"23,313","66,820","19,304","23,867","3,831","3,820","4,461","23,006","22,203",610,"2,023","2,708",87
Morbi,"19,791","13,940","14,422","17,311","16,768","9,387",60,582,220,362,"6,245","5,344","18,599","19,181",181,515,"19,047",174,"1,220","18,617",936,529,3,2,"2,977","2,979","7,774",844,"21,264","2,42,587","14,730","17,687",1,0,0,"17,806","17,337",30,0,933,153
Narmada,"12,505","10,931","10,310","11,022","12,498","16,534",185,947,89,858,"6,562","1,302","7,560","8,507",195,0,"8,436",194,"2,286","7,835",914,238,17,3,"2,496","2,499","2,337",0,"8,795","1,09,639","8,878","10,141",70,64,69,"10,264","10,038",880,"2,083","1,813",68
Navsari,"22,361","17,974","18,737","20,076","20,049","15,222",680,57,53,4,"7,654","3,693","17,984","18,041",651,"3,160","18,031",119,"2,921","15,278",930,590,289,8,"4,510","4,518","7,031",267,"26,853","1,56,361","20,551","21,416",0,0,0,"20,580","20,601",0,"9,886","7,298",40
Panch Mahals,"43,192","32,593","31,669","38,772","40,295","12,614",520,754,334,420,"13,205","9,721","33,499","34,253",173,218,"35,308",738,"2,963","34,692",904,"1,676",115,1,"3,932","3,933","8,962",19,"31,328","1,25,847","24,015","35,668","1,876","1,842","1,908","32,442","30,107",321,942,"2,893",62
Patan,"30,191","25,521","28,689","28,650","31,239","30,054",887,209,88,121,"10,618","8,185","25,509","25,718",983,501,"25,816",307,"1,601","24,875",911,259,119,1,"5,558","5,559","12,441","5,438","49,585","2,17,138","20,930","26,931",0,0,0,"26,741","27,348",24,"3,955","10,755",223
Porbandar,"13,652","11,684","13,007","12,275","12,716","5,203",119,20,13,7,"4,354","3,675","9,623","9,643",402,"1,072","9,619",53,758,"8,075",911,345,24,5,"1,420","1,425","3,650",0,"17,939","1,78,194","11,368","10,876","3,194","3,081","3,034","12,322","11,471",54,"1,134","3,456",81
Rajkot,"71,585","50,771","58,239","54,363","65,452","28,543",679,607,327,280,"19,850","8,387","56,981","57,588","1,134","4,028","55,878",675,"4,725","48,550",886,"1,992","1,023",29,"6,246","6,275","20,153","6,481","88,408","9,18,052","59,298","63,660",0,0,0,"56,710","57,085","7,230","4,522","9,909",408
Sabar Kantha,"34,631","28,278","28,064","33,482","32,510","24,557",619,530,274,256,"6,611",718,"31,429","31,959",299,"2,056","31,496",597,"2,496","30,345",908,"1,904",68,8,"12,341","12,349","23,244",953,"49,695","3,09,799","25,252","30,974",0,0,0,"28,359","28,474",246,824,"5,844",490
Surat,"1,22,817","70,469","80,817","78,760","1,02,992","76,476","1,669",963,375,588,"28,157","17,037","96,466","97,429","3,900","9,669","96,717",842,"12,919","84,213",879,"1,611","1,137",26,"34,565","34,591","14,795","26,535","1,25,882","15,55,504","1,13,753","1,25,698",76,233,391,"1,05,965","1,05,983",55,"12,733","4,523",88
Surendranagar,"34,069","25,972","26,578","30,825","35,220","16,162",214,"1,568",469,"1,099","11,269","9,742","26,326","27,894",306,"1,517","27,625",444,"2,098","26,291",899,472,39,10,"6,528","6,538","14,379",206,"45,021","3,56,996","26,437","30,950",4,4,8,"29,528","28,148",458,"5,845","8,753",277
Tapi,"12,675","11,360","11,358","11,733","14,249","22,105","1,609",218,50,168,"5,997","1,331","9,950","10,168",505,541,"10,021",167,"2,137","9,700",937,596,113,507,"3,037","3,544","3,258",0,"17,637","1,03,577","8,164","11,647",0,0,1,"11,232","11,194",62,"1,097","3,629",165
The Dangs,"7,311","5,515","7,271","6,627","8,316","4,314",227,"2,903",479,"2,424","2,272","2,179","2,844","5,747",57,0,"6,182",167,999,"6,028",960,329,193,349,"1,116","1,465","1,049",0,"18,659","54,727","3,055","5,972",13,19,14,"5,801","5,582",311,738,"3,560",19
Vadodara,"69,719","53,443","51,104","58,480","61,164","30,924","1,121",304,31,273,"23,424","14,913","51,788","52,092","3,436","7,396","49,532",822,"7,651","42,744",908,"1,423","3,019",18,"9,493","9,511","18,613",3,"1,66,998","23,24,034","50,476","62,466","3,297","3,029","3,142","53,974","53,850",603,"5,117","8,619",176
Valsad,"34,111","27,753","27,374","32,673","34,194","21,420",917,"2,859",898,"1,961","10,804",842,"26,668","29,527","1,116","1,728","29,482",562,"4,280","28,913",936,"1,038",347,117,"7,216","7,333","5,067",435,"36,594","3,32,651","24,343","30,649",168,145,137,"27,237","26,831",0,"30,839","16,638",135
