Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"14,25,228","8,54,151","10,62,285","12,10,039","11,77,190","6,16,030","40,950","1,13,303","37,088","76,215","2,88,549","2,82,189","9,33,448","10,46,751","17,224","24,836","10,58,764","20,236","1,21,164","9,66,876",904,"24,180","12,343","9,131","2,96,938","3,06,069","5,23,269","45,175","33,63,759","6,05,18,461","8,30,616","11,83,260","11,85,849","11,46,748","11,64,478","11,25,872","11,08,385","10,329","81,380","85,320","14,966"
Ahmedabad,"1,54,254","82,518","1,15,477","1,06,988","1,28,573","66,848","4,721","2,675",771,"1,904","37,947","37,075","1,08,131","1,10,806","6,230","5,233","1,31,667","1,919","14,184","1,05,640",884,"2,238","1,284",658,"32,928","33,586","71,631","3,472","5,32,277","1,19,01,233","91,099","1,18,183","1,23,508","1,15,888","1,12,332","1,12,877","1,07,151",401,"1,886","2,632","1,419"
Amreli,"47,672","26,949","33,825","38,764","41,541","15,052",166,"4,318","2,005","2,313","10,654","10,624","21,820","26,138",184,196,"25,926",277,"1,938","25,512",925,434,62,11,"7,862","7,873","20,890",30,"97,975","21,23,549","26,383","38,118","34,229","33,427","33,973","33,804","34,033",452,"1,568","2,396",235
Anand,"56,994","37,636","52,636","52,200","37,984","50,317","2,495",424,71,353,"18,964","18,770","48,347","48,771",,990,"48,104",788,"4,597","46,876",902,"1,796",153,"1,077","14,361","15,438","21,973",,"93,682","8,26,300","41,893","48,759","48,355","46,390","46,597","45,411","44,600",,,,805
Aravalli,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Banas Kantha,"85,086","49,691","60,872","82,030","35,395","42,753","21,234","8,357","2,824","5,533","6,754","6,732","65,940","74,297",,,"72,881","1,560","14,637","66,660",890,"1,140",,48,"23,748","23,796","36,014",,"1,30,284","10,81,521","21,073","75,408","64,581","64,305","71,619","70,513","64,361",350,"5,320",475,"1,159"
Bharuch,"34,178","23,135","28,255","30,085","26,981","19,153",387,"5,923","1,669","4,254","7,323","6,801","19,476","25,399",318,"1,041","24,450",247,"2,391","20,004",939,888,102,15,"4,284","4,299","11,290",,"46,916","18,48,497","21,510","32,046","31,421","31,215","31,289","29,765","29,765",1,"7,410","2,325",435
Bhavnagar,"71,636","47,828","51,297","58,366","63,182","30,829",522,"5,065","2,532","2,533","28,484","20,806","53,083","58,148",90,48,"58,895","2,286","6,020","54,320",895,818,592,649,"12,840","13,489","24,500",,"1,20,181","35,05,332","30,940","57,680","57,164","55,126","56,789","54,317","56,051","2,071",934,"3,541",145
Botad,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Chhotaudepur,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Dahod,"58,848","38,027","40,027","56,199","47,048","16,188",42,"5,394","1,146","4,248","6,820","10,770","35,942","41,336",126,,"41,823","1,157","5,110","38,074",924,950,739,41,"10,547","10,588","19,357",,"2,20,884","21,72,049","32,275","52,681","56,953","55,301","53,863","50,399","54,358",496,"1,308",679,763
Devbhumi Dwarka,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Gandhinagar,"39,964","24,427","26,660","33,352","28,407","16,512",186,536,194,342,"8,004","7,722","26,747","27,283",450,3,"28,904",292,"1,319","23,483",875,340,103,137,"11,307","11,444","20,522",,"84,806","23,05,026","19,023","33,522","31,901","30,724","33,708","32,391","31,821",2,"1,189",964,454
Gir Somnath,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Jamnagar,"48,510","28,267","34,529","38,259","40,750","20,454",132,"6,707","2,331","4,376","17,792","17,702","30,373","37,080",122,603,"36,854",351,"1,524","35,230",935,812,"1,885",30,"8,698","8,728","25,186",606,"1,24,653","24,28,281","36,965","42,755","42,462","40,955","41,008","39,085","37,296",178,"6,491","2,605",465
Junagadh,"55,907","43,196","42,619","54,157","52,139","26,967",456,"4,731","4,020",711,"12,078","11,760","45,331","50,062",100,"1,510","49,532",530,"6,188","44,830",905,"1,115",552,384,"9,498","9,882","26,586",94,"2,19,803","27,36,007","49,193","48,343","49,153","48,208","47,256","45,616","45,302",568,"1,712","2,923","1,023"
Kachchh,"46,801","22,056","32,249","38,427","42,298","9,108",356,"6,378",941,"5,437","13,200","13,126","27,106","33,484",899,277,"32,748",821,"1,795","31,756",942,759,296,67,"6,418","6,485","7,551",55,"94,804","17,61,680","24,776","38,356","37,724","36,560","37,557","34,346","35,446",140,244,"1,168",260
Kheda,"63,519","43,197","43,197","65,514","55,016","23,739",571,"4,468","4,468",,"11,130","10,657","34,456","38,924",340,175,"38,392",517,"4,104","31,502",941,"1,324",301,"2,594","19,402","21,996","36,555",,"1,01,980","15,42,530","32,017","58,559","57,287","55,687","57,006","56,385","55,566",183,"1,891","1,354",944
Mahesana,"45,748","37,544","38,092","44,427","41,051","21,296",327,34,11,23,"4,169","2,899","37,426","37,460",140,"1,479","37,164",567,"3,582","35,367",883,"1,228",106,226,"11,764","11,990","29,057","3,360","1,84,788","50,18,884","31,281","40,924","39,892","39,011","39,817","39,220","38,863",25,"7,148","5,353",393
Mahisagar,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Morbi,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Narmada,"12,043","8,183","9,939","10,954","11,203","4,874",263,827,34,793,"5,779","5,713","8,135","8,962",104,3,"8,891",300,"2,350","8,288",942,249,110,11,"3,539","3,550","3,353",,"19,761","5,76,981","8,115","11,306","10,829","10,810","10,747","9,898","9,768",1,"2,769","1,206",137
