Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Navsari,"27,773","18,122","21,903","22,447","27,522","14,038",299,733,370,363,"3,797","3,797","17,018","17,751",191,"1,084","17,680",102,"2,714","16,185",954,210,96,192,"6,658","6,850","7,515",771,"84,405","9,63,346","21,764","25,654","22,175","21,872","22,595","20,895","20,877",5,"8,404","4,561",46
Panch Mahals,"54,434","28,724","32,603","51,833","48,136","17,963","1,015","6,615","1,504","5,111","4,281","4,281","33,547","40,162",299,545,"41,882",978,"3,358","40,379",909,"1,588",256,42,"6,933","6,975","19,231",22,"1,53,368","29,18,329","32,455","41,882","51,116","49,742","49,595","47,685","45,999","1,980","2,911","3,320",782
Patan,"32,845","22,293","25,576","31,376","28,131","20,082",77,"1,806",25,"1,781","4,452","4,425","26,562","28,368",109,59,"28,090",331,"4,813","24,047",898,125,34,163,"6,495","6,658","16,675","1,224","1,14,305","10,65,457","13,431","29,587","26,231","24,729","28,067","27,354","26,435",67,"1,144","4,320","1,349"
Porbandar,"15,943","12,577","14,841","14,969","16,030","5,999",115,366,196,170,"3,112","9,470","11,321","11,687",247,173,"11,495",163,"1,836","10,265",939,475,79,16,"2,097","2,113","3,816",319,"19,651","3,64,014","12,330","15,694","14,491","13,928","13,364","12,875","13,116",,"1,051",4,92
Rajkot,"77,339","40,986","53,606","55,525","68,650","30,914",946,"5,147","1,418","3,729","14,648","11,045","54,971","60,118",876,"1,798","59,933",547,"9,056","53,758",874,"1,578","1,190",92,"9,127","9,219","25,080","4,129","1,54,753","28,58,538","52,557","69,808","62,271","58,358","56,710","55,765","56,135","1,790","1,857","6,267",661
Sabar Kantha,"64,083","42,878","50,964","61,568","53,922","28,157",427,"5,504","2,665","2,839","8,067","8,067","44,187","49,691",139,781,"49,757",694,"4,003","48,679",919,936,455,249,"18,435","18,684","37,167","2,880","1,34,298","25,56,821","35,580","48,469","54,835","53,401","53,164","52,331","51,237",17,"2,608","4,285",743
Surat,"1,12,531","50,596","1,03,150","92,340","91,610","43,210","1,511","7,863","3,155","4,708","20,511","19,613","79,482","87,345","1,516","3,163","82,465","3,061","6,271","80,924",878,"1,527","1,527",83,"30,678","30,761","10,098","22,867","1,71,585","33,02,920","92,293","1,01,873","1,00,423","96,676","1,01,672","99,445","99,190",186,"4,637","5,017",463
Surendranagar,"41,348","23,601","32,123","36,258","38,385","20,728",667,"5,073","1,748","3,325","8,151","8,151","19,679","24,752",375,931,"24,550",309,"1,794","24,251",897,555,448,230,"8,846","9,076","18,795",36,"81,770","14,25,517","16,932","39,070","39,856","38,668","37,722","34,861","32,831",8,"3,881","17,048",363
Tapi,"15,093","11,890","14,008","13,283","17,459","11,099",127,"3,531","1,875","1,656","3,788","3,788","8,032","11,563",79,155,"11,401",190,912,"10,047",958,278,60,771,"3,953","4,724","4,733",,"52,690","5,97,144","8,911","13,718","13,932","13,949","13,885","12,677","12,362",32,"3,001","1,041",165
The Dangs,"8,169","5,174","7,599","7,572","7,752",423,13,"4,945",335,"4,610","1,617","1,387","1,637","6,582",120,6,"6,478",298,353,"6,437",950,286,67,703,"1,328","2,031","1,293",15,"21,218","3,71,657","2,177","7,047","7,441","7,466","7,484","6,997","7,130",18,117,"1,751",89
Vadodara,"1,09,012","57,622","65,234","76,404","94,091","39,256","3,019","7,970",642,"7,328","23,435","23,435","55,045","63,015","3,400","4,435","61,696","1,664","13,349","57,413",901,"1,535","1,405",332,"15,411","15,743","15,919","5,166","2,21,601","29,49,719","55,560","61,696","77,492","74,428","75,047","70,793","68,994","1,255","5,986","6,551","1,113"
Valsad,"45,498","27,034","31,004","36,742","33,934","20,071",876,"7,913",138,"7,775","3,592","3,573","19,654","27,567",770,148,"27,106",287,"2,966","26,949",926,996,441,310,"9,781","10,091","8,482",129,"81,321","13,17,129","20,083","32,122","30,127","29,924","31,612","30,167","29,698",103,"5,913","3,534",463
