Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"14,20,598","11,13,713","10,34,517","10,19,181","13,44,513","9,85,235","33,019","9,999","3,353","6,646","4,40,650","2,09,806","12,05,441","12,15,440","55,252","1,32,062","12,56,711","13,534","1,45,302","10,81,518",910,"28,517","11,735","2,212","3,28,700","3,30,912","5,12,412","1,39,194","26,60,991","2,88,70,602","11,27,015","12,97,516","20,373","15,735","17,201","11,50,536","11,74,665","17,903","1,31,126","3,45,361","23,230"
Ahmedabad,"1,59,865","1,06,268","1,15,876","1,16,113","1,58,367","81,474","7,131",457,240,217,"51,889","9,227","1,39,376","1,39,833","13,362","31,742","1,45,459","1,733","14,818","1,25,935",912,"2,736","4,250",340,"48,850","49,190","72,824","13,445","5,93,044","64,38,511","1,52,695","1,65,458","3,251","2,433","2,398","1,43,797","1,44,159",391,"17,776","16,881","1,177"
Amreli,"31,041","23,282","21,430","23,982","29,711","20,119",769,618,397,221,"10,158","8,555","18,370","18,988",874,984,"18,889",136,"1,660","18,069",901,658,30,1,"5,392","5,393","18,254","1,617","68,055","6,28,576","28,556","29,366",0,0,0,"26,375","26,126",123,"2,742","3,582",347
Anand,"40,122","31,231","26,563","21,896","36,732","31,888",233,40,12,28,"13,673","9,698","34,007","34,047","1,663","6,387","35,779",509,"6,098","27,682",938,911,198,30,"11,891","11,921","18,431",582,"45,452","6,53,511","30,890","37,287",0,0,0,"34,347","34,318",21,"4,937","5,355",993
Aravalli,"27,361","22,714","21,763","21,147","28,199","26,047","1,545",14,11,3,"5,414","3,484","26,553","26,567",145,833,"28,709",346,"2,004","17,646",936,"1,351",13,20,"6,687","6,707","15,290","4,878","34,975","2,86,683","25,596","21,987",324,271,277,"20,715","20,948",18,576,"2,240",498
Banas Kantha,"84,648","71,875","62,198","59,477","76,733","65,053","1,099",391,211,180,"18,406","10,474","69,794","70,185",332,"8,633","69,866","1,083","6,597","64,734",937,"1,396",307,2,"18,463","18,465","18,257","1,157","70,100","7,97,479","39,668","71,318",25,25,28,"69,100","67,400","6,782","5,810","5,871","1,751"
Bharuch,"33,354","28,173","22,694","20,856","29,926","23,440",472,47,23,24,"7,767","5,694","24,545","24,592",471,"3,644","24,181",305,"4,920","23,183",934,"1,001",66,0,"5,041","5,041","13,113",100,"41,816","3,72,241","25,548","32,118",11,7,2,"27,627","27,899",754,793,"3,549",485
Bhavnagar,"58,906","49,520","45,498","31,347","61,031","38,873",842,286,98,188,"14,908","12,220","37,222","37,508","1,876","1,905","45,549",457,"4,262","40,697",890,"1,257",11,106,"11,257","11,363","15,207","2,487","85,913","6,84,331","36,232","47,661","1,852","1,608","1,362","41,287","48,700",706,"2,166","5,930",441
Botad,"17,132","13,216","14,730","9,840","16,118","10,485",252,68,63,5,"5,293","4,585","16,645","16,713",373,585,"16,744",52,"1,140","16,681",797,464,166,0,"3,559","3,559","5,982",0,"27,826","1,93,405","16,867","17,072",0,0,0,"14,890","14,821",173,"1,603","4,818",120
Chhotaudepur,"26,136","19,170","15,432","16,039","23,917","36,734","1,366","1,836",456,"1,380","11,932","5,525","12,013","13,849",619,0,"17,240",263,"3,748","14,774",865,480,21,0,"2,394","2,394","4,967",0,"24,857","1,81,139","15,265","22,940",361,206,415,"17,366","16,635",30,816,"5,330",405
