Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"14,55,500","10,68,703","11,07,449","12,56,856","12,79,776","7,10,624","17,964","42,544","17,792","24,752","4,53,878","2,70,388","11,05,564","11,48,108","37,190","46,584","11,50,810","19,127","1,15,311","10,34,801",900.0,"34,362","17,868","1,799","2,63,949","2,65,748","4,71,967","84,038","18,35,451","2,10,14,561","9,24,394","12,45,504","1,38,308","1,36,320","1,46,582","11,61,225","11,38,762","12,111","1,05,770","1,33,265","5,889"
Ahmedabad,"1,70,612","1,28,596","1,29,974","1,49,429","1,54,593","98,626","4,017","5,570","4,897",673,"65,721","25,283","1,51,377","1,56,947","10,969",489,"1,44,119","1,733","12,111","1,22,932",881.0,"3,219","1,237",251,"41,413","41,664","62,941","3,069","4,97,006","54,36,990","1,09,244","1,45,055",447,236,180,"1,36,973","1,35,017",665,"13,003","7,981",142
Amreli,"37,720","26,796","28,748","33,131","35,449","13,685",161,"1,432",815,617,"11,008","8,757","24,188","25,620",297,49,"25,742",199,"1,523","24,618",902.0,543,3,55,"3,167","3,222","17,414",602,"29,895","4,29,073","26,870","31,707",225,217,220,"31,414","30,051",11,"2,006","2,456",112
Anand,"42,044","34,448","36,227","36,687","40,470","43,387",161,173,91,82,"15,432","13,512","34,867","35,040",761,"2,880","34,074",661,"3,243","31,475",883.0,"1,312",209,25,"5,138","5,163","9,191","1,357","10,161","96,320","26,071","33,951","1,194","1,161","1,811","33,862","34,185",17,"4,402","3,139",68
Aravalli,"27,733","22,533","21,614","27,124","25,275","16,986",142,314,102,212,"9,330",983,"25,307","25,621",285,69,"25,536",377,"2,145","24,719",910.0,972,34,2,"5,601","5,603","16,385","1,737","36,184","4,64,336","16,473","22,797",148,228,659,"23,254","22,651",4,"1,396",862,175
Banas Kantha,"82,307","58,554","59,902","78,069","74,145","38,642",469,"3,431","1,762","1,669","16,789","8,308","70,937","74,368",227,440,"73,517","1,030","4,637","72,026",897.0,"1,357",283,13,"32,665","32,678","38,803","9,584","59,268","8,84,131","13,543","67,875",17,20,10,"67,510","65,123","2,396",929,"7,457","1,711"
Bharuch,"37,105","27,335","29,310","31,349","31,832","21,376",392,999,403,596,"14,000","8,239","28,020","29,019",676,"1,895","28,757",329,"2,082","23,620",931.0,676,121,0,"3,992","3,992","10,340",3,"29,960","3,34,073","21,819","30,720",0,0,0,"30,218","30,302",28,"2,470","3,137",179
Bhavnagar,"83,815","56,568","55,271","60,025","64,103","27,626",325,"2,035",825,"1,210","21,174","12,611","57,411","59,446","1,458",685,"62,665","1,307","6,021","60,146",871.0,"2,059","7,343",90,"6,633","6,723","16,674","2,581","39,024","6,48,900","26,522","55,264","9,436","9,127","9,785","51,669","49,701","2,347","2,787","3,970",25
Botad,"17,463","10,847","10,271","13,552","14,727","7,396",93,592,170,422,"4,330","2,046","11,583","12,175",37,0,"17,204",558,684,"14,618",899.0,714,79,0,"2,140","2,140","6,227",849,"13,538","2,11,199","5,527","11,250","1,149","1,244","1,400","11,292","10,472",19,305,"1,714",1
Chhotaudepur,"24,334","16,882","18,880","22,080","23,410","14,514","2,101","1,914",62,"1,852","10,850","6,447","12,739","14,653",340,,"15,367",344,"3,391","14,042",903.0,517,190,1,"2,846","2,847","5,080",0,"13,925","62,979","15,862","19,787","6,843","6,803","7,156","19,672","19,141",85,"3,319","3,204",104
Dahod,"72,984","45,948","46,532","64,490","58,653","23,979","1,845",625,206,419,"32,744","19,022","61,565","62,190",507,174,"60,321","1,792","5,548","55,639",912.0,"1,903",323,22,"9,957","9,979","16,109",0,"47,845","3,25,373","48,870","61,185","14,086","12,981","12,892","55,528","51,344",25,"2,964","8,726",526
Devbhumi Dwarka,"15,854","13,427","13,470","15,394","15,371","9,794",1,594,247,347,"4,623","3,553","12,054","12,648",107,635,"12,553",174,542,"12,237",886.0,371,117,2,"2,096","2,098","8,901",8,"23,158","3,29,662","11,685","15,502",10,10,10,"14,402","14,183",8,"2,177",5,188
Gandhinagar,"40,338","30,383","31,798","33,893","28,392","20,286",464,60,54,6,"10,072","4,864","31,936","31,996","1,464","3,332","31,480",675,"2,278","24,949",837.0,409,262,47,"6,890","6,937","14,350","4,179","62,919","6,62,462","29,824","34,660","5,306","5,110","5,384","30,429","31,079",17,"4,584","4,036",72
Gir Somnath,"31,708","23,963","22,671","24,757","20,118","7,820",42,"1,466",730,736,"9,680","6,336","18,493","19,959",673,698,"23,150",398,"1,122","13,301",936.0,412,137,147,"3,329","3,476","11,097",30,"45,189","4,86,958","20,356","23,331",202,187,33,"22,848","22,780",18,"1,606","4,654",88
Jamnagar,"31,204","26,953","26,406","26,522","29,352","11,569",65,"1,106",612,494,"17,010","13,543","25,681","26,787","2,582",922,"26,365",629,"2,230","25,290",913.0,"1,092","1,323",11,"4,183","4,194","16,299",706,"64,064","8,10,675","27,943","29,568",126,115,122,"26,445","25,879",4,322,"1,042",170
Junagadh,"33,880","23,209","27,235","23,409","21,495","11,346",399,452,203,249,"11,395","6,662","17,701","18,153","1,627",255,"19,395",360,"2,004","15,735",907.0,732,145,16,"2,745","2,761","14,686",517,"60,718","7,86,386","22,159","24,158","1,061",954,888,"22,170","21,416",60,622,"2,891",85
Kachchh,"57,325","41,034","46,395","49,352","53,194","15,224",485,781,419,362,"22,254","16,120","35,092","35,873",988,244,"37,395",689,"3,456","41,361",894.0,908,107,272,"5,257","5,529","9,755",236,"57,103","2,70,731","37,031","51,376","9,993","9,594","10,406","42,781","47,254",136,"1,313","3,599",145
Kheda,"54,296","45,736","47,998","52,577","47,541","22,684",277,370,325,45,"9,818","5,552","42,228","42,598",378,508,"42,450",587,"3,276","37,807",929.0,"1,304",268,144,"19,588","19,732","24,412","9,975","46,503","6,53,230","26,612","47,360",109,90,178,"46,480","45,661",0,"1,801","1,597",112
Mahesana,"45,260","40,398","41,235","42,610","40,794","27,815",352,2,1,1,"12,478","7,889","38,953","38,955",856,"2,676","38,477",679,"4,227","35,258",913.0,655,137,3,"11,309","11,312","28,451","4,818","1,43,245","19,71,889","29,744","37,584","1,343","1,377","1,564","37,856","37,358",4,"6,234","5,579",119
Mahisagar,"26,582","19,230","20,051","25,477","22,913","7,091",109,836,544,292,"6,484","3,269","20,529","21,365",91,71,"22,047",475,"1,827","17,503",903.0,664,25,4,"5,170","5,174","7,243","2,896","21,879","1,26,465","17,956","22,752","11,903","11,598","11,985","22,089","20,709",627,"2,195","2,390",100
Morbi,"19,342","12,986","13,349","17,112","16,462","8,389",39,737,155,582,"5,328","4,639","14,914","15,651",133,298,"15,560",194,"1,198","15,047",900.0,548,15,1,"1,370","1,371","7,569",415,"15,840","2,01,363","11,966","17,178",10,70,159,"17,357","16,858",2,3,514,119
Narmada,"11,896","10,395","9,928","10,774","12,734","13,410",100,962,13,949,"6,654",777,"7,940","8,902",222,0,"8,748",228,"2,218","7,844",908.0,152,4,0,"2,817","2,817","1,928",0,305,"5,847","7,777","8,722",0,0,0,"9,658","9,589",439,482,"2,696",46
