Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Gujarat,"14,05,981","10,53,580","11,41,862","12,00,467","13,59,046","8,09,395","23,812","18,869","8,480","10,389","4,81,178","2,53,050","12,12,992","12,31,861","47,826","90,058","12,41,585","15,945","1,23,358","11,00,244",907,"29,535","20,189","1,802","3,37,388","3,39,190","5,04,628","1,09,352","23,44,159","2,36,03,689","11,11,120","13,01,421","29,374","27,135","28,509","11,68,600","11,43,751","18,349","1,78,377","3,38,557","8,024"
Ahmedabad,"1,73,720","1,11,494","1,28,475","1,21,235","1,54,667","79,215","1,597","2,911","2,795",116,"63,562","19,267","1,52,667","1,55,578","17,494","25,385","1,55,629","1,933","15,919","1,44,016",903,"3,211","2,507",164,"47,090","47,254","75,372","4,994","5,23,180","59,08,930","1,40,252","1,59,507","2,689","2,152","3,574","1,36,580","1,32,799",446,"21,834","12,960",196
Amreli,"34,051","25,606","28,643","31,787","33,869","16,193",444,936,578,358,"10,790","8,505","27,554","28,490",365,118,"28,290",200,"1,179","26,954",916,565,39,0,"5,417","5,417","19,127",314,"57,904","6,41,371","28,180","29,323",117,38,22,"31,807","30,891",77,"1,569","2,841",145
Anand,"42,512","32,589","35,026","37,131","42,433","45,172",246,44,18,26,"14,725","11,374","41,770","41,814",768,"4,156","41,071",593,"3,329","39,292",924,"1,172",174,37,"10,236","10,273","15,503","1,116","33,871","5,14,959","30,171","35,495",0,0,0,"35,424","35,134",4,"8,685","2,594",397
Aravalli,"27,968","23,776","23,608","26,707","26,771","22,095",552,49,32,17,"10,203",420,"24,442","24,491",278,340,"24,256",339,"2,543","22,480",921,"1,755",33,13,"11,543","11,556","15,709","6,305","36,428","2,73,466","22,858","23,826",6,8,5,"23,330","23,062",1,"1,956","3,371",367
Banas Kantha,"83,894","63,209","65,037","81,431","77,052","44,289","1,408",806,566,240,"23,460","11,364","80,038","80,844",307,"2,122","80,484",918,"4,946","78,381",930,"1,377",361,3,"32,235","32,238","41,741","7,122","72,687","6,86,454","29,749","73,123",22,21,7,"68,661","68,225","5,694","1,600","6,918","1,558"
Bharuch,"32,900","25,774","29,308","29,885","36,152","21,814",657,58,24,34,"12,515","10,997","27,908","27,966",863,"1,404","27,840",401,"3,229","26,483",928,715,202,0,"6,001","6,001","10,756",150,"35,623","4,10,381","24,900","31,058",92,60,42,"28,166","28,221","1,436","3,640","3,187",179
Bhavnagar,"63,158","47,018","45,573","48,344","61,627","18,937",489,804,329,475,"18,200","9,360","47,712","48,516","1,995","6,540","53,014",581,"5,040","38,075",902,"1,232","8,387",93,"8,947","9,040","15,298","2,615","65,066","6,87,997","35,441","50,676","2,150","1,767","1,825","44,978","45,892","1,266","11,921","29,700",50
Botad,"21,280","12,879","13,117","15,438","16,992","12,046",181,264,180,84,"5,956","5,001","16,921","17,185",122,39,"17,125",76,"1,230","16,553",902,530,248,1,"4,682","4,683","5,923",8,"19,085","2,38,005","7,955","13,510",356,213,194,"13,138","12,927",37,"2,767","4,537",14
Chhotaudepur,"25,665","18,086","20,409","22,327","25,750","19,457",677,"1,239",144,"1,095","12,521","7,634","20,673","21,912",455,0,"22,228",518,"3,063","16,142",896,546,20,0,"5,411","5,411","5,052",0,"13,684","46,570","20,813","24,303",570,618,563,"18,608","17,860",113,901,"6,542",120
