Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Dahod,"71,400","44,821","49,068","68,587","64,408","29,173","4,108",754,138,616,"41,016","27,519","63,871","64,625",612,75,"64,558",814,"4,846","62,491",921,"1,007",360,57,"15,477","15,534","17,884","2,382","1,02,148","4,39,658","64,350","64,099","2,164","1,740","1,683","61,302","56,155",0,"2,821","9,183",773
Devbhumi Dwarka,"16,035","12,813","13,267","15,362","12,995","11,024",27,303,166,137,"4,389","2,509","12,133","12,436",57,824,"13,351",183,720,"12,798",917,205,4,0,"1,742","1,742","8,176",164,"31,977","4,38,071","10,808","15,552",753,619,637,"15,216","16,217",0,390,"1,023",142
Gandhinagar,"38,929","32,495","33,495","37,377","35,132","21,661",409,2,2,0,"11,317","5,040","32,097","32,099","2,108","3,217","32,036",334,"2,735","21,739",883,775,472,67,"14,497","14,564","11,050","11,718","83,467","14,26,492","35,839","39,217",958,782,715,"32,574","31,799",14,"8,847","12,528",63
Gir Somnath,"26,357","22,923","23,861","25,005","20,828","7,070",181,"1,022",449,573,"11,667","7,872","22,806","23,828",771,344,"23,879",322,"1,591","20,432",923,315,306,0,"3,766","3,766","12,669",0,"54,084","6,19,256","24,884","25,257",143,96,99,"22,110","21,907",46,"1,020","4,314",208
Jamnagar,"26,918","22,760","22,955","24,971","26,525","14,238",10,664,493,171,"12,519","7,311","22,002","22,666","2,189",954,"24,933",446,"2,493","16,287",906,"1,012",636,10,"4,271","4,281","19,008",54,"78,234","10,31,174","32,146","32,211",0,0,0,"28,046","26,938",1,"8,607","24,068",204
Junagadh,"33,836","22,543","23,352","22,704","21,920","19,039",158,128,40,88,"14,280","9,855","24,807","24,935","1,601","1,391","25,968",425,"1,701","20,104",908,573,124,41,"3,346","3,387","15,374",825,"71,334","6,87,288","29,157","29,515","3,228","2,960","2,790","22,217","22,642",197,"4,315","4,286",204
Kachchh,"59,611","39,209","48,420","50,430","65,387","30,654",699,380,67,313,"18,308","9,870","53,682","54,062",565,"1,513","55,360",678,"3,622","35,846",863,602,53,1,"8,373","8,374","11,644","1,757","64,594","2,65,081","45,639","51,172","1,190","1,229","1,291","45,246","42,535",441,"5,670","13,509",156
Kheda,"54,524","46,351","51,263","49,575","49,960","30,132",308,99,67,32,"13,143","8,540","44,629","44,728",613,195,"44,957",591,"3,694","43,809",974,"1,204",383,244,"19,244","19,488","29,568","6,193","45,536","3,51,356","34,855","49,415","1,084",919,"1,076","45,821","46,074",1,"2,936","4,631",68
Mahesana,"42,626","38,183","39,041","39,427","38,134","30,446",939,19,5,14,"12,688","6,599","35,093","35,112","1,067","3,730","34,562",690,"4,817","31,967",919,623,164,29,"17,848","17,877","27,467","12,850","1,69,391","12,20,959","34,904","37,354",15,16,19,"36,730","35,729",5,"6,046","16,495",356
Mahisagar,"24,957","19,499","20,771","23,783","22,963","7,418",147,208,142,66,"6,528","4,009","21,673","21,881",43,66,"22,817",263,"1,311","19,943",919,517,52,0,"7,392","7,392","7,536","2,903","28,761","1,02,458","18,368","22,338","2,791","2,803","2,872","21,504","20,540",537,"2,708","4,370",79
Morbi,"20,767","14,103","14,217","16,813","18,260","9,939",93,418,239,179,"8,631","7,364","19,260","19,678",175,705,"19,712",176,"1,832","19,288",936,442,2,0,"3,657","3,657","8,751",637,"24,315","3,11,816","18,373","18,520",0,0,0,"18,432","18,153",0,2,691,157
Narmada,"11,779","10,012","9,741","11,425","14,804","19,702",208,"1,105",217,888,"6,850","2,011","7,826","8,931",238,0,"8,802",216,"2,390","8,597",845,223,15,0,"3,164","3,164","3,012",0,"10,708","1,00,743","8,280","9,494",8,2,6,"9,322","9,153","1,226",735,"2,572",63
Navsari,"21,733","18,293","20,700","20,253","21,972","14,365",639,45,42,3,"8,211","1,955","17,678","17,723",704,"2,606","17,784",150,"2,708","15,301",939,513,327,10,"5,060","5,070","7,650",281,"24,914","1,20,809","22,277","22,425",65,60,64,"18,924","18,812",0,"4,877","7,809",55
Panch Mahals,"42,530","31,698","31,792","37,607","42,631","10,704",378,269,85,184,"11,748","8,256","34,323","34,592",266,424,"37,591",666,"2,737","36,392",875,"1,619",84,1,"4,728","4,729","6,899",0,"38,556","1,35,942","24,681","35,462","2,603","2,421","2,490","33,758","33,058",264,"3,010","2,625",197
Patan,"30,761","27,011","29,318","29,177","34,585","29,994",713,114,57,57,"10,681","8,363","27,917","28,031","1,008",895,"28,019",324,"1,355","27,188",945,198,92,4,"8,307","8,311","12,665","10,179","51,406","2,46,234","23,291","28,906",4,4,7,"27,080","26,396",17,"4,190","9,233",273
Porbandar,"10,823","9,165","10,136","10,037","10,392","6,275",154,26,15,11,"4,074","3,013","10,682","10,708",566,"1,404","10,903",41,631,"8,099",909,273,49,0,"1,599","1,599","3,235",22,"19,011","1,90,493","10,884","11,000","5,223","5,153","5,049","11,880","11,620",49,"3,614","3,734",73
Rajkot,"69,332","45,812","54,752","48,682","67,224","32,413","1,240",587,268,319,"21,001","9,019","61,639","62,226","2,566","6,734","61,973",680,"7,015","50,619",906,"2,024",885,37,"5,787","5,824","21,641","4,905","91,408","10,77,169","64,760","67,336",131,106,315,"55,983","55,351","5,225","4,450","9,309",433
Sabar Kantha,"33,523","26,379","27,491","31,757","34,036","28,359","1,386",642,345,297,"7,916",387,"32,618","33,260",375,"2,107","33,071",603,"3,562","31,603",911,"1,895",73,5,"12,827","12,832","21,447","2,119","52,680","4,54,551","26,437","30,261",108,79,76,"28,077","27,894",183,"2,112","6,157",518
Surat,"1,07,301","82,113","90,450","81,785","1,22,349","81,425","1,916",632,174,458,"29,274","17,292","98,426","99,058","4,241","10,916","98,628",808,"13,997","84,935",886,"1,287","1,241",14,"33,147","33,161","11,958","26,334","1,20,412","14,49,457","1,11,058","1,20,348","2,210","2,722","2,564","1,02,489","1,01,474",11,"23,383","75,389",157
Surendranagar,"34,222","25,971","27,458","30,229","33,517","19,074",316,647,175,472,"11,994","7,183","27,913","28,560",406,"1,102","28,467",374,"1,786","27,248",871,424,16,6,"6,630","6,636","13,206","2,222","46,902","3,36,879","33,380","32,947",36,23,20,"30,190","29,017",250,"3,278","10,083",277
Tapi,"12,343","11,002","11,283","11,629","13,257","19,640",874,153,65,88,"6,067","1,040","10,234","10,387",477,555,"10,263",191,"2,380","9,961",917,574,101,419,"3,522","3,941","3,716",0,"37,110","1,70,561","8,178","12,084",0,0,0,"10,892","10,891",102,"1,513","5,608",170
The Dangs,"6,756","5,493","6,962","6,093","8,956","5,481",224,"2,124",82,"2,042","2,393","1,822","2,919","5,043",46,0,"5,475",121,"1,021","5,280",923,236,14,394,"1,813","2,207",812,0,"18,917","65,238","3,388","5,735",29,32,35,"5,313","5,065",31,"1,068","3,214",40
Vadodara,"69,964","54,575","63,079","60,120","67,541","31,625","1,230",292,25,267,"21,999","10,193","59,734","60,026","3,328","7,947","58,094",879,"8,992","52,625",872,838,"2,589",14,"9,448","9,462","20,390",42,"1,90,622","26,80,580","56,270","65,790",629,492,469,"55,504","53,963",675,"5,829","12,821",236
Valsad,"33,806","29,925","29,794","33,354","35,957","20,326","1,204","1,125",456,669,"12,552","2,106","29,345","30,470","1,157","2,250","30,445",411,"4,944","29,316",925,"1,053",176,138,"10,181","10,319","4,389","1,141","30,144","2,73,291","28,594","34,162",0,0,0,"29,298","27,357",0,"22,083","22,255",96
